#{"t_start": 1784097344.4414651, "env_id": "None"}
r,l,t
7.2,8,3.291953
7.2,8,3.292747
7.2,8,3.293535
7.2,8,3.294318
7.2,8,3.295104
7.2,8,3.29589
7.2,8,3.296676
7.2,8,3.297461
7.2,8,3.298246
7.2,8,3.299031
7.2,8,3.299813
6.7,10,3.300792
7.2,8,3.301573
7.2,8,3.302364
7.2,8,3.30315
7.2,8,3.303933
7.2,8,3.304719
7.2,8,3.305509
7.2,8,3.306451
7.2,8,3.307294
7.2,8,3.308111
7.2,8,3.308924
7.2,8,3.309729
7.2,8,3.310528
7.2,8,3.556735
7.2,8,3.557642
7.2,8,3.558496
6.7,10,3.559563
7.2,8,3.560405
7.2,8,3.561246
7.2,8,3.562078
7.2,8,3.562907
7.2,8,3.563742
7.2,8,3.564589
7.2,8,3.565413
7.2,8,3.566243
7.2,8,3.567073
7.2,8,3.567907
7.2,8,3.568735
7.2,8,3.569558
7.2,8,3.570381
7.2,8,3.571203
7.2,8,3.572023
7.2,8,3.572859
7.2,8,3.573681
7.2,8,3.574502
7.2,8,3.57535
6.1,10,3.576377
7.2,8,3.577199
7.2,8,3.578017
7.2,8,3.578838
7.2,8,3.579665
7.2,8,3.580556
7.2,8,3.581478
7.2,8,3.582317
7.2,8,3.583154
7.2,8,3.583969
6.9,10,3.584974
6.5,10,3.585978
7.2,8,3.586779
7.2,8,3.587582
7.2,8,3.588382
7.2,8,3.589278
7.2,8,3.590139
7.2,8,3.590965
6.3,10,3.591973
7.2,8,3.592771
7.2,8,3.593571
7.2,8,3.594365
7.2,8,3.595161
7.2,8,3.595957
7.2,8,3.596755
7.2,8,3.597551
7.2,8,3.598343
7.2,8,3.599132
7.2,8,3.599918
7.2,8,3.600709
7.2,8,3.601498
7.2,8,3.602289
7.2,8,3.603078
7.2,8,3.603865
7.2,8,3.60466
7.2,8,3.60545
7.2,8,3.60626
7.2,8,3.607048
7.2,8,3.607837
7.2,8,3.608628
7.2,8,3.609417
7.2,8,3.610205
7.2,8,3.610996
7.2,8,3.611784
7.2,8,3.612571
7.2,8,3.61336
7.2,8,3.614141
7.2,8,3.614928
7.2,8,3.615711
7.2,8,3.616495
7.2,8,3.617286
7.2,8,3.618069
7.2,8,3.618856
7.2,8,3.619641
7.2,8,3.620428
7.2,8,3.621221
7.2,8,3.622007
7.2,8,3.62285
7.2,8,3.623734
7.2,8,3.624577
6.9,10,3.62563
6.5,10,3.626629
7.2,8,3.62743
7.2,8,3.628227
7.2,8,3.629026
7.2,8,3.629818
7.2,8,3.630609
7.2,8,3.631402
7.2,8,3.632195
7.2,8,3.632989
7.2,8,3.633776
7.2,8,3.634566
7.2,8,3.63536
7.2,8,3.636145
7.2,8,3.636936
7.2,8,3.637723
7.2,8,3.638519
7.2,8,3.639332
7.2,8,3.640119
7.2,8,3.640903
7.2,8,3.641686
7.2,8,3.642474
7.2,8,3.643263
7.2,8,3.644057
7.2,8,3.644848
7.2,8,3.645634
7.2,8,3.646419
7.2,8,3.647229
7.2,8,3.648016
7.2,8,3.6488
7.2,8,3.649582
7.2,8,3.650368
7.2,8,3.651153
7.2,8,3.651934
7.2,8,3.65272
7.2,8,3.653506
7.2,8,3.654291
7.2,8,3.655099
7.2,8,3.655907
7.2,8,3.656694
7.2,8,3.657483
7.2,8,3.658267
7.2,8,3.659055
7.2,8,3.659839
7.2,8,3.660623
7.2,8,3.661407
7.2,8,3.662194
7.2,8,3.663001
7.2,8,3.663798
7.2,8,3.66459
7.2,8,3.66538
7.2,8,3.666167
7.2,8,3.666952
7.2,8,3.66774
7.2,8,3.668529
7.2,8,3.669311
7.2,8,3.670097
7.2,8,3.6709
7.2,8,3.671691
7.2,8,3.672498
7.2,8,3.673283
7.2,8,3.674073
7.2,8,3.674857
7.2,8,3.675647
7.2,8,3.676429
7.2,8,3.67721
7.2,8,3.677988
7.2,8,3.678792
7.2,8,3.679575
7.2,8,3.680369
7.2,8,3.681155
7.2,8,3.681936
7.2,8,3.682726
7.2,8,3.683516
7.2,8,3.684305
7.2,8,3.685094
7.2,8,3.685877
7.2,8,3.686674
7.2,8,3.687457
7.2,8,3.688239
7.2,8,3.689064
7.2,8,3.689928
7.2,8,3.690753
7.2,8,3.691571
6.5,10,3.692603
7.2,8,3.693425
7.2,8,3.694249
7.2,8,3.695085
7.2,8,3.69591
7.2,8,3.696739
7.2,8,3.69757
7.2,8,3.698397
7.2,8,3.699215
7.2,8,3.700037
7.2,8,3.700857
7.2,8,3.701679
7.2,8,3.702518
7.2,8,3.703338
7.2,8,3.704155
7.2,8,3.704973
7.2,8,3.705799
7.2,8,3.706623
7.2,8,3.707435
7.2,8,3.708259
7.2,8,3.709071
7.2,8,3.70989
7.2,8,3.710705
7.2,8,3.711525
7.2,8,3.712347
7.2,8,3.713172
7.2,8,3.713999
7.2,8,3.714818
7.2,8,3.715636
7.2,8,3.716454
7.2,8,3.717276
7.2,8,3.718098
6.7,10,3.719137
7.2,8,3.719956
6.9,10,3.720971
7.2,8,3.721783
7.2,8,3.722645
7.2,8,3.723455
7.2,8,3.72426
7.2,8,3.725059
7.2,8,3.725852
7.2,8,3.726647
7.2,8,3.727437
7.2,8,3.728229
7.2,8,3.729021
7.2,8,3.729802
7.2,8,3.7306
7.2,8,3.731389
7.2,8,3.732175
7.2,8,3.732966
7.2,8,3.733753
7.2,8,3.734545
7.2,8,3.735333
7.2,8,3.736117
7.2,8,3.736905
7.2,8,3.737689
7.2,8,3.738471
7.2,8,3.739272
7.2,8,3.740057
7.2,8,3.740842
7.2,8,3.741628
7.2,8,3.74242
7.2,8,3.743204
7.2,8,3.743994
7.2,8,3.744778
7.2,8,3.745561
7.2,8,3.746349
7.2,8,3.747137
7.2,8,3.747936
7.2,8,3.748721
7.2,8,3.749506
7.2,8,3.75029
7.2,8,3.751075
7.2,8,3.751856
7.2,8,3.752647
7.2,8,3.753437
7.2,8,3.754218
7.2,8,3.755003
7.2,8,3.755832
7.2,8,3.756652
7.2,8,3.757466
7.2,8,3.758279
7.2,8,3.759096
7.2,8,3.759925
7.2,8,3.760744
7.2,8,3.761564
7.2,8,4.010305
7.2,8,4.011193
7.2,8,4.012014
7.2,8,4.01283
7.2,8,4.013654
7.2,8,4.014459
7.2,8,4.015265
7.2,8,4.016072
7.2,8,4.01688
7.2,8,4.017677
7.2,8,4.018469
7.2,8,4.019269
7.2,8,4.020065
7.2,8,4.020877
7.2,8,4.021669
7.2,8,4.022571
7.2,8,4.023542
7.2,8,4.024572
7.2,8,4.025449
7.2,8,4.026307
7.2,8,4.027158
7.2,8,4.028006
7.2,8,4.02886
7.2,8,4.029694
7.2,8,4.030531
7.2,8,4.031363
7.2,8,4.032191
7.2,8,4.033039
7.2,8,4.033862
7.2,8,4.034691
7.2,8,4.035516
7.2,8,4.036343
7.2,8,4.037185
7.2,8,4.038013
7.2,8,4.038838
7.2,8,4.039778
7.2,8,4.040617
7.2,8,4.041437
7.2,8,4.042245
7.2,8,4.043059
7.2,8,4.04387
7.2,8,4.044692
7.2,8,4.045489
7.2,8,4.046286
7.2,8,4.047088
7.2,8,4.04788
6.7,10,4.048882
7.2,8,4.04968
7.2,8,4.050476
7.2,8,4.051266
7.2,8,4.052057
7.2,8,4.052868
7.2,8,4.053662
7.2,8,4.05446
7.2,8,4.055256
7.2,8,4.056072
7.2,8,4.056888
7.2,8,4.057896
7.2,8,4.058763
7.2,8,4.059593
7.2,8,4.060428
7.2,8,4.061253
7.2,8,4.062067
7.2,8,4.062878
7.2,8,4.063698
7.2,8,4.064524
7.2,8,4.065328
7.2,8,4.066161
7.2,8,4.066974
7.2,8,4.067784
7.2,8,4.068605
7.2,8,4.069405
7.2,8,4.070214
7.2,8,4.071022
7.2,8,4.071831
7.2,8,4.072723
7.2,8,4.073538
7.2,8,4.074362
7.2,8,4.075156
7.2,8,4.075961
7.2,8,4.076765
7.2,8,4.077561
7.2,8,4.078351
7.2,8,4.079143
7.2,8,4.079939
7.2,8,4.080748
7.2,8,4.081543
6.9,10,4.082529
7.2,8,4.083319
7.2,8,4.084107
7.2,8,4.084896
7.2,8,4.085683
7.2,8,4.086473
7.2,8,4.087256
7.2,8,4.08805
7.2,8,4.088842
7.2,8,4.089649
7.2,8,4.090439
7.2,8,4.091235
7.2,8,4.092035
7.2,8,4.092821
7.2,8,4.093604
7.2,8,4.094394
7.2,8,4.095178
7.2,8,4.095964
7.2,8,4.096758
7.2,8,4.097546
7.2,8,4.098335
7.2,8,4.099128
7.2,8,4.099915
7.2,8,4.100703
7.2,8,4.10149
7.2,8,4.102278
7.2,8,4.103066
7.2,8,4.103852
7.2,8,4.104642
7.2,8,4.105431
7.2,8,4.10624
7.2,8,4.107029
7.2,8,4.107814
7.2,8,4.108604
7.2,8,4.10939
7.2,8,4.110175
7.2,8,4.110963
7.2,8,4.111748
7.2,8,4.112537
7.2,8,4.113319
7.2,8,4.114112
7.2,8,4.114904
7.2,8,4.115692
7.2,8,4.116479
7.2,8,4.117267
7.2,8,4.118053
7.2,8,4.118838
7.2,8,4.119624
7.2,8,4.120409
7.2,8,4.121195
7.2,8,4.121982
7.2,8,4.122853
7.2,8,4.123707
7.2,8,4.124536
7.2,8,4.125371
7.2,8,4.126202
7.2,8,4.127034
7.2,8,4.12786
7.2,8,4.128685
7.2,8,4.129511
7.2,8,4.130336
7.2,8,4.131164
7.2,8,4.131982
7.2,8,4.132809
7.2,8,4.133633
7.2,8,4.134454
7.2,8,4.135276
7.2,8,4.136094
7.2,8,4.136911
7.2,8,4.137729
7.2,8,4.138551
7.2,8,4.139379
7.2,8,4.140201
7.2,8,4.141027
7.2,8,4.141852
7.2,8,4.142679
7.2,8,4.143504
7.2,8,4.144323
7.2,8,4.145145
7.2,8,4.145969
7.2,8,4.146793
7.2,8,4.147615
7.2,8,4.148438
7.2,8,4.149254
7.2,8,4.150086
7.2,8,4.150911
7.2,8,4.151732
7.2,8,4.152553
7.2,8,4.153371
7.2,8,4.154194
7.2,8,4.155019
7.2,8,4.155889
7.2,8,4.156713
7.2,8,4.157532
7.2,8,4.158356
7.2,8,4.159163
7.2,8,4.159967
6.7,10,4.160976
7.2,8,4.161787
7.2,8,4.162589
7.2,8,4.163393
7.2,8,4.164192
7.2,8,4.164986
7.2,8,4.16579
7.2,8,4.166595
7.2,8,4.1674
7.2,8,4.168205
7.2,8,4.169011
7.2,8,4.169811
7.2,8,4.170614
7.2,8,4.171418
7.2,8,4.17222
7.2,8,4.173041
7.2,8,4.173846
7.2,8,4.174647
7.2,8,4.175455
7.2,8,4.176257
7.2,8,4.177054
7.2,8,4.177851
7.2,8,4.178652
7.2,8,4.17945
7.2,8,4.180247
7.2,8,4.181046
7.2,8,4.181847
7.2,8,4.182648
7.2,8,4.183452
7.2,8,4.184253
7.2,8,4.185056
7.2,8,4.185858
7.2,8,4.186658
7.2,8,4.187464
7.2,8,4.188267
7.2,8,4.189069
7.2,8,4.189869
6.5,10,4.190868
7.2,8,4.191676
7.2,8,4.192475
7.2,8,4.193268
7.2,8,4.194074
7.2,8,4.194877
7.2,8,4.195686
7.2,8,4.196488
7.2,8,4.197285
7.2,8,4.198082
7.2,8,4.198879
7.2,8,4.19968
7.2,8,4.200475
7.2,8,4.201272
7.2,8,4.202068
7.2,8,4.202867
7.2,8,4.203686
7.2,8,4.204495
7.2,8,4.205298
7.2,8,4.206144
7.2,8,4.206975
7.2,8,4.20781
7.2,8,4.208664
7.2,8,4.209507
7.2,8,4.210325
7.2,8,4.211148
7.2,8,4.211989
7.2,8,4.212809
7.2,8,4.213646
7.2,8,4.214465
7.2,8,4.215284
7.2,8,4.216107
7.2,8,4.216923
7.2,8,4.217744
7.2,8,4.464661
7.2,8,4.465526
7.2,8,4.466374
7.2,8,4.467194
7.2,8,4.468
7.2,8,4.468817
7.2,8,4.469615
7.2,8,4.470416
7.2,8,4.471212
7.2,8,4.472007
7.2,8,4.472818
7.2,8,4.473609
7.2,8,4.474423
7.2,8,4.475215
7.2,8,4.476022
7.2,8,4.476816
7.2,8,4.477609
7.2,8,4.47841
7.2,8,4.479199
7.2,8,4.479988
7.2,8,4.480788
7.2,8,4.481579
7.2,8,4.482386
7.2,8,4.483171
7.2,8,4.483962
7.2,8,4.484754
7.2,8,4.485546
7.2,8,4.486336
7.2,8,4.487124
7.2,8,4.487911
7.2,8,4.488693
7.2,8,4.489483
7.2,8,4.490297
7.2,8,4.491087
7.2,8,4.491878
7.2,8,4.492665
7.2,8,4.493452
7.2,8,4.494239
7.2,8,4.495025
7.2,8,4.495814
7.2,8,4.496604
7.2,8,4.497402
7.2,8,4.498219
7.2,8,4.499003
7.2,8,4.499791
7.2,8,4.500582
7.2,8,4.501369
7.2,8,4.502166
7.2,8,4.502951
7.2,8,4.503742
7.2,8,4.504533
7.2,8,4.505319
7.2,8,4.506116
7.2,8,4.506912
7.2,8,4.507702
7.2,8,4.508487
7.2,8,4.509273
7.2,8,4.51006
7.2,8,4.51084
7.2,8,4.511629
7.2,8,4.512412
7.2,8,4.513196
7.2,8,4.513996
7.2,8,4.51494
7.2,8,4.515802
7.2,8,4.516627
7.2,8,4.517441
7.2,8,4.51829
7.2,8,4.519092
7.2,8,4.519888
7.2,8,4.520685
7.2,8,4.521483
7.2,8,4.5223
7.2,8,4.523103
7.2,8,4.523896
7.2,8,4.524689
7.2,8,4.525482
7.2,8,4.526272
7.2,8,4.52706
7.2,8,4.527856
7.2,8,4.528651
7.2,8,4.529443
7.2,8,4.530255
7.2,8,4.531172
7.2,8,4.532009
7.2,8,4.532818
7.2,8,4.533616
7.2,8,4.534416
7.2,8,4.535209
7.2,8,4.535995
7.2,8,4.536787
7.2,8,4.537572
7.2,8,4.538369
7.2,8,4.53917
7.2,8,4.539954
7.2,8,4.540785
7.2,8,4.541572
7.2,8,4.542356
7.2,8,4.543144
7.2,8,4.543931
7.2,8,4.544714
7.2,8,4.545502
7.2,8,4.546295
7.2,8,4.54708
7.2,8,4.547976
7.2,8,4.548796
7.2,8,4.549727
7.2,8,4.550579
7.2,8,4.55137
7.2,8,4.552183
7.2,8,4.55297
7.2,8,4.553768
7.2,8,4.554573
7.2,8,4.555369
7.2,8,4.55627
7.2,8,4.557078
7.2,8,4.557869
7.2,8,4.558667
7.2,8,4.559456
7.2,8,4.560247
7.2,8,4.56105
7.2,8,4.561843
7.2,8,4.56263
7.2,8,4.563418
7.2,8,4.5642
7.2,8,4.564978
7.2,8,4.565757
7.2,8,4.566537
7.2,8,4.567319
7.2,8,4.568113
7.2,8,4.568893
7.2,8,4.56968
7.2,8,4.570475
7.2,8,4.571257
7.2,8,4.572038
7.2,8,4.572848
7.2,8,4.573757
7.2,8,4.5746
7.2,8,4.575404
7.2,8,4.576202
7.2,8,4.576994
7.2,8,4.577802
7.2,8,4.578598
7.2,8,4.579384
7.2,8,4.580177
7.2,8,4.580962
7.2,8,4.581746
7.2,8,4.582535
7.2,8,4.583319
7.2,8,4.584139
7.2,8,4.584923
7.2,8,4.585733
7.2,8,4.586518
7.2,8,4.587307
7.2,8,4.588088
7.2,8,4.588877
7.2,8,4.58978
7.2,8,4.590673
7.2,8,4.591476
7.2,8,4.592267
7.2,8,4.593063
7.2,8,4.593865
7.2,8,4.594655
7.2,8,4.595435
7.2,8,4.596219
7.2,8,4.597006
7.2,8,4.59799
7.2,8,4.598926
7.2,8,4.599728
7.2,8,4.600531
7.2,8,4.601479
7.2,8,4.602282
7.2,8,4.603077
7.2,8,4.603877
7.2,8,4.604667
7.2,8,4.605455
7.2,8,4.606381
7.2,8,4.607217
7.2,8,4.608029
7.2,8,4.608835
7.2,8,4.609689
7.2,8,4.610486
7.2,8,4.611272
7.2,8,4.612063
7.2,8,4.612844
7.2,8,4.613639
7.2,8,4.614426
7.2,8,4.615269
7.2,8,4.616116
7.2,8,4.617025
7.2,8,4.617832
7.2,8,4.618633
7.2,8,4.619433
7.2,8,4.620229
7.2,8,4.621033
7.2,8,4.621837
7.2,8,4.622759
7.2,8,4.623725
7.2,8,4.62453
7.2,8,4.625352
7.2,8,4.62615
7.2,8,4.626941
7.2,8,4.627734
7.2,8,4.628531
7.2,8,4.629315
7.2,8,4.630101
7.2,8,4.630963
7.2,8,4.631976
7.2,8,4.632881
7.2,8,4.633703
7.2,8,4.634501
7.2,8,4.635286
7.2,8,4.636069
7.2,8,4.636849
7.2,8,4.637626
7.2,8,4.638424
7.2,8,4.639303
7.2,8,4.640269
7.2,8,4.641171
7.2,8,4.641999
7.2,8,4.642799
7.2,8,4.643593
7.2,8,4.644388
7.2,8,4.645179
7.2,8,4.645966
7.2,8,4.646794
7.2,8,4.647715
7.2,8,4.648604
7.2,8,4.649411
7.2,8,4.650206
7.2,8,4.650993
7.2,8,4.65178
7.2,8,4.652566
7.2,8,4.653354
7.2,8,4.654136
7.2,8,4.654943
7.2,8,4.655788
7.2,8,4.656801
7.2,8,4.65762
7.2,8,4.658424
7.2,8,4.659227
7.2,8,4.660027
7.2,8,4.660824
7.2,8,4.661623
7.2,8,4.662418
7.2,8,4.663212
7.2,8,4.664016
7.2,8,4.664804
7.2,8,4.665619
7.2,8,4.66641
7.2,8,4.667201
7.2,8,4.667986
7.2,8,4.668775
7.2,8,4.669567
7.2,8,4.670359
7.2,8,4.671145
7.2,8,4.9171
6.9,10,4.918171
6.9,10,4.919176
7.2,8,4.919983
7.2,8,4.920774
7.2,8,4.921568
6.9,10,4.92257
7.2,8,4.923381
6.9,10,4.92436
7.2,8,4.925145
7.2,8,4.92593
7.2,8,4.926718
7.2,8,4.927525
7.2,8,4.928304
7.2,8,4.929085
7.2,8,4.929863
6.9,10,4.930839
7.2,8,4.931617
7.2,8,4.932414
7.2,8,4.933194
6.6,12,4.934353
7.2,8,4.935143
7.2,8,4.935935
6.6,12,4.937098
7.2,8,4.937875
6.3,14,4.939364
7.2,8,4.940384
7.2,8,4.94161
7.2,8,4.942445
7.2,8,4.943236
7.2,8,4.94403
7.2,8,4.944817
7.2,8,4.945596
7.2,8,4.946376
6.9,10,4.947354
7.2,8,4.948136
7.2,8,4.948918
7.2,8,4.949714
7.2,8,4.950492
7.2,8,4.951286
7.2,8,4.952066
7.2,8,4.952845
6.9,10,4.953815
7.2,8,4.954605
6.9,10,4.955581
6.9,10,4.95684
7.2,8,4.957723
7.2,8,4.958557
7.2,8,4.959392
7.2,8,4.960203
7.2,8,4.96101
7.2,8,4.961818
6.9,10,4.962834
6.6,12,4.964042
7.2,8,4.964841
7.2,8,4.965656
7.2,8,4.966457
7.2,8,4.96728
7.2,8,4.968072
7.2,8,4.968866
7.2,8,4.969665
7.2,8,4.970452
6.9,10,4.971443
6.6,12,4.972757
7.2,8,4.973714
7.2,8,4.974587
6.9,10,4.975624
7.2,8,4.976429
7.2,8,4.977238
7.2,8,4.978033
7.2,8,4.978829
7.2,8,4.979624
7.2,8,4.980424
6.6,12,4.981601
7.2,8,4.982401
7.2,8,4.983222
6.9,10,4.984208
7.2,8,4.984997
7.2,8,4.985782
7.2,8,4.986561
7.2,8,4.987351
6.9,10,4.988327
6.9,10,4.989408
7.2,8,4.99031
7.2,8,4.99113
6.7,10,4.992138
7.2,8,4.99293
6.9,10,4.993906
7.2,8,4.994682
7.2,8,4.995462
7.2,8,4.996239
7.2,8,4.997022
7.2,8,4.997794
7.2,8,4.998573
7.2,8,4.999381
7.2,8,5.000158
7.2,8,5.000934
7.2,8,5.001705
7.2,8,5.002478
7.2,8,5.003244
7.2,8,5.004024
6.6,12,5.005179
7.2,8,5.005985
6.9,10,5.006985
7.2,8,5.007755
7.2,8,5.008535
7.2,8,5.009307
6.6,12,5.01046
7.2,8,5.011232
7.2,8,5.012007
7.2,8,5.012783
7.2,8,5.013569
7.2,8,5.014338
7.2,8,5.015106
6.6,12,5.016272
7.2,8,5.01705
7.2,8,5.017825
7.2,8,5.018598
6.9,10,5.01957
7.2,8,5.020343
7.2,8,5.021108
7.2,8,5.021879
7.2,8,5.022805
7.2,8,5.02369
6.6,12,5.02497
7.2,8,5.025812
7.2,8,5.026658
6.6,12,5.027899
6.9,10,5.028938
7.2,8,5.029773
7.2,8,5.030617
7.2,8,5.03145
7.2,8,5.032305
7.2,8,5.033133
7.2,8,5.033953
7.2,8,5.034783
7.2,8,5.035606
6.4,12,5.036839
7.2,8,5.037672
7.2,8,5.038511
7.2,8,5.03939
7.2,8,5.040217
6.6,12,5.041446
7.2,8,5.042264
7.2,8,5.043093
7.2,8,5.043917
7.2,8,5.044738
6.9,10,5.045757
7.2,8,5.04659
7.2,8,5.047431
7.2,8,5.048247
7.2,8,5.049082
7.2,8,5.049902
7.2,8,5.050723
7.2,8,5.051538
6.9,10,5.052562
7.2,8,5.053387
7.2,8,5.054203
7.2,8,5.055044
7.2,8,5.055935
6.6,12,5.057134
7.2,8,5.057926
7.2,8,5.058719
7.2,8,5.059495
7.2,8,5.060272
7.2,8,5.061053
6.6,12,5.062212
6.9,10,5.063196
7.2,8,5.063974
7.2,8,5.064748
7.2,8,5.065533
7.2,8,5.066307
6.1,14,5.067647
7.2,8,5.068421
7.2,8,5.0692
7.2,8,5.069975
7.2,8,5.070771
7.2,8,5.071546
7.2,8,5.072356
7.2,8,5.073247
7.2,8,5.074067
6.6,12,5.075264
7.2,8,5.076068
7.2,8,5.076873
7.2,8,5.077673
6.9,10,5.078699
7.2,8,5.079507
7.2,8,5.080306
7.2,8,5.081102
7.2,8,5.081903
7.2,8,5.082712
7.2,8,5.083503
7.2,8,5.084301
6.6,12,5.085489
7.2,8,5.086286
7.2,8,5.087099
7.2,8,5.087895
6.3,14,5.089368
6.4,12,5.090556
6.9,10,5.091535
7.2,8,5.092334
7.2,8,5.093117
7.2,8,5.093896
7.2,8,5.094697
7.2,8,5.095474
6.6,12,5.096632
7.2,8,5.097412
6.9,10,5.098377
6.9,10,5.099353
6.3,14,5.100702
7.2,8,5.10148
7.2,8,5.10226
7.2,8,5.10305
7.2,8,5.103828
7.2,8,5.104608
7.2,8,5.105383
7.2,8,5.10619
7.2,8,5.106968
7.2,8,5.107739
6.9,10,5.108698
7.2,8,5.109476
7.2,8,5.110253
7.2,8,5.11104
7.2,8,5.111824
7.2,8,5.112597
6.9,10,5.113558
7.2,8,5.114331
7.2,8,5.115099
7.2,8,5.115884
7.2,8,5.116647
6.4,12,5.117817
7.2,8,5.118606
7.2,8,5.119378
7.2,8,5.12015
7.2,8,5.120918
7.2,8,5.121688
7.2,8,5.368767
7.2,8,5.369683
7.2,8,5.370508
7.2,8,5.371317
7.2,8,5.372126
7.2,8,5.372958
7.2,8,5.373757
7.2,8,5.374561
7.2,8,5.375357
7.2,8,5.37615
7.2,8,5.376941
7.2,8,5.377728
7.2,8,5.378523
7.2,8,5.379316
7.2,8,5.380108
7.2,8,5.380899
7.2,8,5.381686
7.2,8,5.382473
7.2,8,5.38326
7.2,8,5.384047
6.9,10,5.38503
7.2,8,5.385819
7.2,8,5.386607
7.2,8,5.387396
7.2,8,5.388187
7.2,8,5.388987
7.2,8,5.389789
7.2,8,5.39059
7.2,8,5.391382
7.2,8,5.39217
7.2,8,5.392964
7.2,8,5.393755
7.2,8,5.394544
7.2,8,5.395333
7.2,8,5.396117
7.2,8,5.396904
7.2,8,5.397684
7.2,8,5.398476
7.2,8,5.399263
7.2,8,5.400048
7.2,8,5.400834
7.2,8,5.401622
7.2,8,5.402403
7.2,8,5.403185
7.2,8,5.403967
7.2,8,5.404747
7.2,8,5.405527
7.2,8,5.40647
7.2,8,5.407332
7.2,8,5.408184
7.2,8,5.409025
7.2,8,5.409865
7.2,8,5.410699
7.2,8,5.411534
7.2,8,5.412363
7.2,8,5.413211
7.2,8,5.41405
7.2,8,5.414876
7.2,8,5.4157
7.2,8,5.41653
7.2,8,5.417356
7.2,8,5.418181
7.2,8,5.419006
7.2,8,5.419832
7.2,8,5.42067
7.2,8,5.421494
7.2,8,5.422323
7.2,8,5.42315
7.2,8,5.423972
7.2,8,5.424796
7.2,8,5.425623
7.2,8,5.426449
7.2,8,5.42727
7.2,8,5.428088
7.2,8,5.428933
7.2,8,5.429754
7.2,8,5.430582
7.2,8,5.431403
7.2,8,5.432221
6.9,10,5.433241
7.2,8,5.434063
7.2,8,5.434883
7.2,8,5.435705
7.2,8,5.436526
7.2,8,5.437347
7.2,8,5.438168
7.2,8,5.438998
7.2,8,5.439815
7.2,8,5.440633
7.2,8,5.44146
7.2,8,5.442279
7.2,8,5.443093
7.2,8,5.443905
7.2,8,5.444737
7.2,8,5.445552
7.2,8,5.446371
7.2,8,5.447194
7.2,8,5.448011
7.2,8,5.448834
7.2,8,5.449661
7.2,8,5.450482
7.2,8,5.451298
7.2,8,5.452116
7.2,8,5.452955
7.2,8,5.453776
7.2,8,5.454604
7.2,8,5.455427
7.2,8,5.45634
7.2,8,5.457165
7.2,8,5.457979
7.2,8,5.45879
7.2,8,5.459586
7.2,8,5.460496
7.2,8,5.461374
7.2,8,5.46219
7.2,8,5.463001
7.2,8,5.463914
7.2,8,5.46482
7.2,8,5.465636
7.2,8,5.466438
7.2,8,5.467228
7.2,8,5.468151
7.2,8,5.468977
7.2,8,5.46977
7.2,8,5.470559
7.2,8,5.471349
7.2,8,5.472141
7.2,8,5.472944
7.2,8,5.473725
7.2,8,5.474502
7.2,8,5.475286
7.2,8,5.476074
7.2,8,5.476945
7.2,8,5.477743
7.2,8,5.478541
7.2,8,5.479333
7.2,8,5.480134
7.2,8,5.481082
7.2,8,5.481941
7.2,8,5.482774
7.2,8,5.483621
7.2,8,5.484505
7.2,8,5.485303
7.2,8,5.486099
7.2,8,5.486886
7.2,8,5.487675
7.2,8,5.488466
7.2,8,5.489273
7.2,8,5.490069
7.2,8,5.490856
7.2,8,5.491636
7.2,8,5.492536
7.2,8,5.493358
7.2,8,5.494165
7.2,8,5.494964
7.2,8,5.495761
7.2,8,5.496572
7.2,8,5.497534
7.2,8,5.498366
7.2,8,5.499194
7.2,8,5.500163
7.2,8,5.50097
7.2,8,5.501769
7.2,8,5.502562
7.2,8,5.503359
7.2,8,5.504148
6.9,10,5.505148
7.2,8,5.505935
7.2,8,5.506734
7.2,8,5.507534
7.2,8,5.50843
7.2,8,5.509219
7.2,8,5.510002
7.2,8,5.51078
7.2,8,5.511564
7.2,8,5.512342
7.2,8,5.513123
7.2,8,5.513951
6.9,10,5.51505
7.2,8,5.51589
7.2,8,5.516724
7.2,8,5.517556
7.2,8,5.518386
7.2,8,5.519209
7.2,8,5.520034
7.2,8,5.520857
7.2,8,5.521691
7.2,8,5.522551
7.2,8,5.523354
7.2,8,5.524164
7.2,8,5.524944
7.2,8,5.525729
7.2,8,5.526513
7.2,8,5.527298
7.2,8,5.528078
7.2,8,5.52886
7.2,8,5.529636
7.2,8,5.530423
7.2,8,5.531319
7.2,8,5.532194
7.2,8,5.533353
7.2,8,5.534168
7.2,8,5.534972
7.2,8,5.535769
7.2,8,5.536561
7.2,8,5.537356
7.2,8,5.538146
7.2,8,5.538938
7.2,8,5.539833
7.2,8,5.540663
7.2,8,5.541461
7.2,8,5.542254
7.2,8,5.543052
7.2,8,5.543841
7.2,8,5.544629
7.2,8,5.545417
7.2,8,5.546206
7.2,8,5.546998
7.2,8,5.547784
7.2,8,5.548571
7.2,8,5.549369
7.2,8,5.550177
7.2,8,5.550963
7.2,8,5.551749
7.2,8,5.552535
7.2,8,5.553316
7.2,8,5.554103
7.2,8,5.554887
7.2,8,5.555715
7.2,8,5.556671
7.2,8,5.55767
6.7,10,5.558728
7.2,8,5.559528
7.2,8,5.560322
7.2,8,5.561112
6.9,10,5.562095
7.2,8,5.56289
7.2,8,5.563701
7.2,8,5.564495
7.2,8,5.565289
7.2,8,5.566114
7.2,8,5.566918
7.2,8,5.567707
7.2,8,5.568492
7.2,8,5.569281
