#{"t_start": 1784097158.946538, "env_id": "CartPole-v1"}
r,l,t
182.0,182,2.792544
189.0,189,2.812087
142.0,142,2.826722
294.0,294,2.858344
237.0,237,2.883325
185.0,185,2.909336
196.0,196,2.93091
151.0,151,3.209222
243.0,243,3.234279
83.0,83,3.242844
256.0,256,3.277965
129.0,129,3.291117
240.0,240,3.315371
248.0,248,3.340398
239.0,239,3.365195
340.0,340,3.399524
264.0,264,3.426158
402.0,402,3.717215
248.0,248,3.743091
170.0,170,3.760675
198.0,198,3.780973
341.0,341,3.815815
169.0,169,3.833087
270.0,270,3.861021
239.0,239,3.885722
448.0,448,4.179179
328.0,328,4.21209
500.0,500,4.262016
129.0,129,4.275151
286.0,286,4.303878
429.0,429,4.596416
500.0,500,4.647365
484.0,484,4.696862
239.0,239,4.721184
500.0,500,4.771942
321.0,321,5.05293
500.0,500,5.104234
500.0,500,5.156634
299.0,299,5.187665
362.0,362,5.224837
500.0,500,5.526131
500.0,500,5.577508
348.0,348,5.613609
500.0,500,5.664098
500.0,500,5.715232
500.0,500,6.01491
344.0,344,6.049839
500.0,500,6.100555
500.0,500,6.151535
500.0,500,6.450962
389.0,389,6.490694
500.0,500,6.541304
500.0,500,6.592605
391.0,391,6.633177
500.0,500,6.935572
500.0,500,6.986521
500.0,500,7.037036
294.0,294,7.066871
500.0,500,7.363446
500.0,500,7.414227
500.0,500,7.463879
500.0,500,7.515186
500.0,500,7.811805
500.0,500,7.862611
500.0,500,7.913167
500.0,500,7.963271
500.0,500,8.261729
500.0,500,8.313065
500.0,500,8.36516
500.0,500,8.417087
500.0,500,8.718775
500.0,500,8.769757
500.0,500,8.820077
500.0,500,8.870416
500.0,500,9.16856
500.0,500,9.21951
500.0,500,9.269926
500.0,500,9.319895
500.0,500,9.369618
500.0,500,9.668035
500.0,500,9.718993
500.0,500,9.769894
500.0,500,9.821761
500.0,500,10.118696
500.0,500,10.170227
500.0,500,10.221443
500.0,500,10.272695
500.0,500,10.569218
500.0,500,10.620232
500.0,500,10.670902
500.0,500,10.722177
500.0,500,11.017974
500.0,500,11.067815
500.0,500,11.117715
500.0,500,11.167705
