#{"t_start": 1784097184.7391932, "env_id": "CartPole-v1"}
r,l,t
11.0,11,0.481097
12.0,12,0.48293
12.0,12,0.484856
10.0,10,0.486185
11.0,11,0.487922
13.0,13,0.489727
12.0,12,0.491412
9.0,9,0.493117
14.0,14,0.494946
10.0,10,0.496667
14.0,14,0.498583
10.0,10,0.500218
11.0,11,0.501619
9.0,9,0.503527
18.0,18,0.50607
9.0,9,0.507499
13.0,13,0.509774
16.0,16,0.512482
9.0,9,0.513749
12.0,12,0.515644
12.0,12,0.517441
13.0,13,0.519292
12.0,12,0.521149
14.0,14,0.523376
11.0,11,0.524731
12.0,12,0.526726
18.0,18,0.5295
10.0,10,0.530796
12.0,12,0.532521
16.0,16,0.535033
11.0,11,0.536768
10.0,10,0.538507
12.0,12,0.540343
12.0,12,0.54222
13.0,13,0.54406
13.0,13,0.545883
20.0,20,0.548827
16.0,16,0.551326
13.0,13,0.553161
12.0,12,0.55499
14.0,14,0.557334
9.0,9,0.558626
12.0,12,0.5604
11.0,11,0.562201
9.0,9,0.563565
13.0,13,0.565416
9.0,9,0.567128
11.0,11,0.568551
10.0,10,0.570247
9.0,9,0.571562
11.0,11,0.573292
16.0,16,0.57558
9.0,9,0.57696
10.0,10,0.578862
14.0,14,0.580789
11.0,11,0.582552
10.0,10,0.583939
9.0,9,0.585598
17.0,17,0.588057
9.0,9,0.589404
11.0,11,0.591256
10.0,10,0.592822
13.0,13,0.595294
10.0,10,0.596654
14.0,14,0.598883
10.0,10,0.60032
12.0,12,0.602257
15.0,15,0.604614
14.0,14,0.606615
10.0,10,0.60841
14.0,14,0.610455
11.0,11,0.612267
13.0,13,0.614075
17.0,17,0.616775
14.0,14,0.618589
18.0,18,0.621594
16.0,16,0.624092
13.0,13,0.626019
15.0,15,0.628411
9.0,9,0.629714
10.0,10,0.631036
10.0,10,0.632754
13.0,13,0.634619
16.0,16,0.637037
11.0,11,0.638889
13.0,13,0.640808
10.0,10,0.642517
12.0,12,0.6444
15.0,15,0.646463
10.0,10,0.648245
12.0,12,0.650148
10.0,10,0.651485
13.0,13,0.653715
10.0,10,0.655244
9.0,9,0.656649
12.0,12,0.65846
9.0,9,0.660238
12.0,12,0.662238
12.0,12,0.664142
11.0,11,0.665601
9.0,9,0.667311
9.0,9,0.668692
15.0,15,0.671122
13.0,13,0.673088
11.0,11,0.674931
10.0,10,0.676283
10.0,10,0.67802
9.0,9,0.679416
12.0,12,0.681311
10.0,10,0.682703
16.0,16,0.685184
8.0,8,0.686451
9.0,9,0.688135
19.0,19,0.690765
12.0,12,0.692652
10.0,10,0.694478
12.0,12,0.696378
13.0,13,0.698275
10.0,10,0.700102
9.0,9,0.701431
9.0,9,0.702722
10.0,10,0.704522
9.0,9,0.705873
11.0,11,0.707733
12.0,12,0.709658
9.0,9,0.711059
11.0,11,0.712796
9.0,9,0.714149
16.0,16,0.71661
14.0,14,0.718543
11.0,11,0.720394
9.0,9,0.721723
16.0,16,0.724239
11.0,11,0.726136
10.0,10,0.727885
10.0,10,0.729267
9.0,9,0.730532
9.0,9,0.732288
12.0,12,0.734159
13.0,13,0.736067
11.0,11,0.737778
10.0,10,0.739209
9.0,9,0.740507
11.0,11,0.742379
13.0,13,0.744466
10.0,10,0.746283
10.0,10,0.747659
14.0,14,0.750033
12.0,12,0.751879
10.0,10,0.753312
11.0,11,0.755107
10.0,10,0.756905
10.0,10,0.758235
9.0,9,0.759593
15.0,15,0.762069
13.0,13,0.764064
10.0,10,0.765816
14.0,14,0.767845
8.0,8,0.769124
10.0,10,0.770911
8.0,8,0.772155
9.0,9,0.773521
9.0,9,0.774819
12.0,12,0.776637
9.0,9,0.778357
10.0,10,0.779794
10.0,10,0.781554
10.0,10,0.782928
18.0,18,0.785934
11.0,11,0.787396
10.0,10,0.789161
12.0,12,0.790991
10.0,10,0.792436
9.0,9,0.79419
9.0,9,0.795504
10.0,10,0.796912
24.0,24,0.800665
10.0,10,0.802444
13.0,13,0.804418
14.0,14,0.806728
10.0,10,0.808125
13.0,13,0.810141
9.0,9,0.811878
11.0,11,0.813345
16.0,16,0.815822
12.0,12,0.817749
11.0,11,0.819544
10.0,10,0.821257
11.0,11,0.822609
10.0,10,0.824425
8.0,8,0.825727
20.0,20,0.828793
17.0,17,0.83132
10.0,10,0.833149
10.0,10,0.834553
12.0,12,0.836429
11.0,11,0.838244
11.0,11,0.840038
10.0,10,0.841442
14.0,14,0.843844
11.0,11,0.845286
10.0,10,0.847093
8.0,8,0.848377
14.0,14,0.850335
8.0,8,0.851611
8.0,8,0.85285
11.0,11,0.854651
10.0,10,0.856444
12.0,12,0.858253
10.0,10,0.8597
10.0,10,0.861447
9.0,9,0.862737
13.0,13,0.864633
11.0,11,0.866504
18.0,18,0.869113
8.0,8,0.870401
8.0,8,0.871681
10.0,10,0.873499
12.0,12,0.87534
9.0,9,0.876733
15.0,15,0.879105
9.0,9,0.88045
10.0,10,0.88212
10.0,10,0.88354
10.0,10,0.885281
9.0,9,0.886567
10.0,10,0.887989
10.0,10,0.889799
8.0,8,0.890991
11.0,11,0.892823
9.0,9,0.894176
9.0,9,0.895519
11.0,11,0.897328
10.0,10,0.898739
11.0,11,0.90061
14.0,14,0.902944
9.0,9,0.904318
10.0,10,0.90567
10.0,10,0.907462
13.0,13,0.909384
14.0,14,0.911669
10.0,10,0.913122
9.0,9,0.914377
13.0,13,0.916643
10.0,10,0.918032
9.0,9,0.919345
9.0,9,0.921069
9.0,9,0.922426
10.0,10,0.923719
9.0,9,0.925464
9.0,9,0.926845
9.0,9,0.928217
12.0,12,0.930059
9.0,9,0.931367
11.0,11,0.933139
10.0,10,0.934851
10.0,10,0.936301
11.0,11,0.938145
9.0,9,0.939528
9.0,9,0.940855
10.0,10,0.942666
8.0,8,0.94404
12.0,12,0.945931
9.0,9,0.947224
14.0,14,0.949555
9.0,9,0.950987
10.0,10,0.952324
8.0,8,0.953629
10.0,10,0.95544
12.0,12,0.957262
10.0,10,0.958638
10.0,10,0.9605
9.0,9,0.961864
9.0,9,0.963202
12.0,12,0.965099
12.0,12,0.966862
9.0,9,0.968565
10.0,10,0.969951
10.0,10,0.971729
9.0,9,0.973049
9.0,9,0.974392
10.0,10,0.976252
9.0,9,0.977615
10.0,10,0.979029
9.0,9,0.980723
11.0,11,0.982178
10.0,10,0.983967
10.0,10,0.985397
11.0,11,0.987234
10.0,10,0.989029
9.0,9,0.990337
9.0,9,0.991709
9.0,9,0.993141
10.0,10,0.995007
10.0,10,0.996413
10.0,10,0.99821
10.0,10,0.999558
11.0,11,1.001384
11.0,11,1.003201
9.0,9,1.004494
10.0,10,1.006286
8.0,8,1.00761
8.0,8,1.008924
8.0,8,1.010349
10.0,10,1.011928
10.0,10,1.013786
9.0,9,1.015086
10.0,10,1.016395
9.0,9,1.018136
9.0,9,1.019468
10.0,10,1.020871
10.0,10,1.022623
10.0,10,1.024014
10.0,10,1.025878
9.0,9,1.027182
9.0,9,1.028544
12.0,12,1.030384
10.0,10,1.032205
10.0,10,1.033598
12.0,12,1.035434
9.0,9,1.037171
11.0,11,1.038568
9.0,9,1.04034
10.0,10,1.041679
9.0,9,1.042957
10.0,10,1.044752
9.0,9,1.046096
11.0,11,1.04793
9.0,9,1.049248
9.0,9,1.050533
10.0,10,1.052352
10.0,10,1.053768
8.0,8,1.055036
9.0,9,1.056755
12.0,12,1.058612
9.0,9,1.060012
9.0,9,1.061336
13.0,13,1.063317
10.0,10,1.06503
8.0,8,1.066317
10.0,10,1.067699
9.0,9,1.069414
10.0,10,1.070778
10.0,10,1.072563
9.0,9,1.073915
10.0,10,1.075343
9.0,9,1.077123
8.0,8,1.07842
11.0,11,1.079932
9.0,9,1.081614
10.0,10,1.082964
13.0,13,1.084875
11.0,11,1.08677
9.0,9,1.088172
9.0,9,1.089893
10.0,10,1.091292
10.0,10,1.093106
11.0,11,1.094554
10.0,10,1.096315
10.0,10,1.09772
11.0,11,1.099552
11.0,11,1.101328
10.0,10,1.102684
13.0,13,1.10494
9.0,9,1.106208
11.0,11,1.107943
9.0,9,1.109231
9.0,9,1.110563
11.0,11,1.112365
9.0,9,1.11373
9.0,9,1.115089
13.0,13,1.117277
9.0,9,1.118604
8.0,8,1.119928
10.0,10,1.121341
9.0,9,1.123048
9.0,9,1.124381
9.0,9,1.12578
9.0,9,1.127181
12.0,12,1.129021
9.0,9,1.130748
9.0,9,1.132112
9.0,9,1.133474
11.0,11,1.135217
9.0,9,1.136549
9.0,9,1.137879
12.0,12,1.139701
9.0,9,1.141395
10.0,10,1.1429
8.0,8,1.144249
9.0,9,1.145588
8.0,8,1.146861
11.0,11,1.148669
9.0,9,1.149992
9.0,9,1.151648
10.0,10,1.152998
10.0,10,1.154702
10.0,10,1.156144
10.0,10,1.157923
12.0,12,1.159775
12.0,12,1.161626
10.0,10,1.163034
9.0,9,1.164361
9.0,9,1.166014
9.0,9,1.167382
10.0,10,1.168848
10.0,10,1.170634
9.0,9,1.171945
9.0,9,1.173285
9.0,9,1.175013
9.0,9,1.176449
10.0,10,1.177833
8.0,8,1.179084
10.0,10,1.180852
9.0,9,1.182206
10.0,10,1.184
9.0,9,1.185376
9.0,9,1.186762
10.0,10,1.188564
9.0,9,1.189926
8.0,8,1.191242
11.0,11,1.193095
10.0,10,1.194501
8.0,8,1.195791
12.0,12,1.197592
11.0,11,1.199426
10.0,10,1.200748
9.0,9,1.202399
8.0,8,1.203648
9.0,9,1.204978
10.0,10,1.20636
9.0,9,1.208057
11.0,11,1.209602
14.0,14,1.211996
11.0,11,1.213713
9.0,9,1.21507
11.0,11,1.216787
11.0,11,1.218234
12.0,12,1.220122
9.0,9,1.22185
8.0,8,1.223118
10.0,10,1.224558
9.0,9,1.225965
10.0,10,1.227738
10.0,10,1.229072
8.0,8,1.230389
8.0,8,1.231663
9.0,9,1.233388
10.0,10,1.234767
10.0,10,1.236543
11.0,11,1.237841
10.0,10,1.239624
9.0,9,1.240946
11.0,11,1.242788
9.0,9,1.244066
10.0,10,1.245827
9.0,9,1.247214
10.0,10,1.248646
9.0,9,1.250332
8.0,8,1.251606
9.0,9,1.252979
9.0,9,1.254402
8.0,8,1.255644
11.0,11,1.257466
9.0,9,1.258837
10.0,10,1.260599
9.0,9,1.261956
9.0,9,1.263269
9.0,9,1.264558
10.0,10,1.266335
8.0,8,1.26763
8.0,8,1.268932
10.0,10,1.270318
11.0,11,1.272153
11.0,11,1.273915
10.0,10,1.275249
9.0,9,1.277053
8.0,8,1.278401
11.0,11,1.279871
8.0,8,1.281082
10.0,10,1.282859
11.0,11,1.284695
10.0,10,1.286135
11.0,11,1.287921
11.0,11,1.289726
10.0,10,1.291058
10.0,10,1.29284
14.0,14,1.294836
8.0,8,1.296127
10.0,10,1.297885
12.0,12,1.29976
10.0,10,1.301222
10.0,10,1.303066
9.0,9,1.304365
9.0,9,1.305609
10.0,10,1.307388
12.0,12,1.309243
9.0,9,1.310677
10.0,10,1.312
8.0,8,1.313259
9.0,9,1.314941
12.0,12,1.316808
8.0,8,1.318047
10.0,10,1.319438
9.0,9,1.320831
8.0,8,1.322089
10.0,10,1.323859
11.0,11,1.325706
10.0,10,1.327047
10.0,10,1.328862
9.0,9,1.330205
10.0,10,1.331612
9.0,9,1.333261
9.0,9,1.334642
10.0,10,1.33601
10.0,10,1.337752
9.0,9,1.339119
10.0,10,1.340865
8.0,8,1.342102
9.0,9,1.343517
10.0,10,1.34493
12.0,12,1.346638
10.0,10,1.348385
10.0,10,1.349807
9.0,9,1.351472
10.0,10,1.35288
10.0,10,1.354657
9.0,9,1.355997
10.0,10,1.35737
13.0,13,1.359716
10.0,10,1.361049
10.0,10,1.362834
11.0,11,1.36427
12.0,12,1.366151
10.0,10,1.367977
10.0,10,1.369358
9.0,9,1.371073
10.0,10,1.372513
9.0,9,1.373866
12.0,12,1.375727
9.0,9,1.377436
12.0,12,1.379268
9.0,9,1.380621
10.0,10,1.382035
9.0,9,1.383718
8.0,8,1.385082
10.0,10,1.386426
10.0,10,1.38815
8.0,8,1.389448
8.0,8,1.390699
8.0,8,1.391891
13.0,13,1.393824
10.0,10,1.395191
9.0,9,1.39694
9.0,9,1.398242
10.0,10,1.399627
12.0,12,1.401626
9.0,9,1.403382
12.0,12,1.405234
9.0,9,1.406535
12.0,12,1.408334
10.0,10,1.409674
9.0,9,1.411391
9.0,9,1.412666
9.0,9,1.414003
9.0,9,1.415322
10.0,10,1.417193
9.0,9,1.41857
10.0,10,1.420317
9.0,9,1.421688
9.0,9,1.423002
9.0,9,1.424265
10.0,10,1.426004
8.0,8,1.427324
10.0,10,1.428707
9.0,9,1.430446
10.0,10,1.43185
10.0,10,1.433642
9.0,9,1.434987
11.0,11,1.436732
8.0,8,1.43801
10.0,10,1.439362
10.0,10,1.441111
10.0,10,1.442501
10.0,10,1.444194
10.0,10,1.44551
10.0,10,1.447234
13.0,13,1.449092
9.0,9,1.450552
10.0,10,1.452324
14.0,14,1.454252
10.0,10,1.455966
9.0,9,1.457315
12.0,12,1.459272
8.0,8,1.460524
9.0,9,1.461929
9.0,9,1.463237
11.0,11,1.465071
10.0,10,1.46691
10.0,10,1.468255
9.0,9,1.469629
10.0,10,1.471369
10.0,10,1.472742
8.0,8,1.474046
10.0,10,1.475871
10.0,10,1.477327
10.0,10,1.479095
8.0,8,1.480346
9.0,9,1.481689
9.0,9,1.48301
11.0,11,1.484908
9.0,9,1.486262
10.0,10,1.488043
12.0,12,1.489882
10.0,10,1.491204
9.0,9,1.492959
12.0,12,1.494737
12.0,12,1.496647
10.0,10,1.498006
9.0,9,1.499303
9.0,9,1.501042
9.0,9,1.502421
9.0,9,1.503716
12.0,12,1.505508
10.0,10,1.507264
9.0,9,1.50858
11.0,11,1.510458
9.0,9,1.511742
9.0,9,1.513101
12.0,12,1.514984
9.0,9,1.516311
10.0,10,1.518138
10.0,10,1.51943
10.0,10,1.521191
9.0,9,1.52252
11.0,11,1.524282
9.0,9,1.525632
10.0,10,1.527416
9.0,9,1.528707
10.0,10,1.530061
9.0,9,1.531725
12.0,12,1.533569
9.0,9,1.534922
13.0,13,1.536813
11.0,11,1.538616
11.0,11,1.540407
13.0,13,1.542289
11.0,11,1.54412
15.0,15,1.546124
11.0,11,1.547986
12.0,12,1.549932
12.0,12,1.551727
10.0,10,1.553459
12.0,12,1.555389
12.0,12,1.557294
10.0,10,1.558661
12.0,12,1.560523
13.0,13,1.56243
10.0,10,1.564257
10.0,10,1.565679
9.0,9,1.56731
12.0,12,1.569164
11.0,11,1.570599
12.0,12,1.572465
12.0,12,1.574283
9.0,9,1.576052
13.0,13,1.578003
9.0,9,1.579371
11.0,11,1.581204
11.0,11,1.58306
11.0,11,1.584513
13.0,13,1.586797
14.0,14,1.588842
9.0,9,1.590124
12.0,12,1.592018
14.0,14,1.594429
13.0,13,1.59643
11.0,11,1.598303
11.0,11,1.600169
10.0,10,1.601577
10.0,10,1.603303
9.0,9,1.604713
10.0,10,1.606046
16.0,16,1.608384
12.0,12,1.610325
10.0,10,1.612136
11.0,11,1.613986
13.0,13,1.615896
10.0,10,1.617334
12.0,12,1.619232
11.0,11,1.621044
10.0,10,1.622758
11.0,11,1.624227
9.0,9,1.626008
8.0,8,1.627302
10.0,10,1.628725
11.0,11,1.630475
9.0,9,1.631757
9.0,9,1.633086
9.0,9,1.634854
10.0,10,1.636263
10.0,10,1.638001
9.0,9,1.639286
9.0,9,1.640633
10.0,10,1.642415
9.0,9,1.643814
9.0,9,1.645115
9.0,9,1.646421
8.0,8,1.647695
10.0,10,1.64944
9.0,9,1.650807
9.0,9,1.652244
13.0,13,1.654972
10.0,10,1.656606
9.0,9,1.657937
10.0,10,1.66001
10.0,10,1.661505
8.0,8,1.663053
11.0,11,1.664966
11.0,11,1.666854
8.0,8,1.668145
9.0,9,1.669544
10.0,10,1.671365
12.0,12,1.673315
9.0,9,1.674709
10.0,10,1.676185
10.0,10,1.677916
10.0,10,1.679293
9.0,9,1.680985
10.0,10,1.682429
13.0,13,1.684381
12.0,12,1.686241
11.0,11,1.688125
12.0,12,1.690085
12.0,12,1.691957
11.0,11,1.693838
9.0,9,1.695209
11.0,11,1.69706
9.0,9,1.698414
13.0,13,1.700316
9.0,9,1.70207
9.0,9,1.70342
9.0,9,1.704786
10.0,10,1.706487
11.0,11,1.707876
10.0,10,1.709663
11.0,11,1.711513
11.0,11,1.712968
14.0,14,1.715395
15.0,15,1.717846
12.0,12,1.719619
9.0,9,1.720917
10.0,10,1.72232
11.0,11,1.7241
15.0,15,1.726454
10.0,10,1.727827
11.0,11,1.729617
9.0,9,1.730981
9.0,9,1.732703
12.0,12,1.734587
13.0,13,1.736505
9.0,9,1.737829
10.0,10,1.739595
11.0,11,1.741056
11.0,11,1.742807
12.0,12,1.74467
10.0,10,1.74642
10.0,10,1.747764
11.0,11,1.749474
9.0,9,1.750788
9.0,9,1.752139
9.0,9,1.753897
11.0,11,1.755412
13.0,13,1.757879
11.0,11,1.759574
9.0,9,1.761299
10.0,10,1.762688
12.0,12,1.764606
10.0,10,1.766377
10.0,10,1.767733
8.0,8,1.768948
11.0,11,1.770869
10.0,10,1.772257
9.0,9,1.773863
9.0,9,1.775229
9.0,9,1.776659
9.0,9,1.777968
12.0,12,1.779797
9.0,9,1.781453
10.0,10,1.782807
10.0,10,1.784563
9.0,9,1.785928
9.0,9,1.78727
9.0,9,1.788624
9.0,9,1.790323
11.0,11,1.791803
9.0,9,1.793478
11.0,11,1.794955
10.0,10,1.796709
10.0,10,1.79804
9.0,9,1.799716
11.0,11,1.801193
11.0,11,1.803019
10.0,10,1.804872
9.0,9,1.806311
10.0,10,1.807825
10.0,10,1.809712
10.0,10,1.811333
9.0,9,1.813251
9.0,9,1.814743
11.0,11,1.816711
9.0,9,1.818148
9.0,9,1.819563
9.0,9,1.82101
12.0,12,1.822912
9.0,9,1.824771
11.0,11,1.826226
13.0,13,1.828506
10.0,10,1.829919
10.0,10,1.831661
11.0,11,1.833164
15.0,15,1.835566
9.0,9,1.836919
11.0,11,1.838765
9.0,9,1.840068
11.0,11,1.841943
11.0,11,1.84377
8.0,8,1.845022
10.0,10,1.846528
11.0,11,1.848383
8.0,8,1.849657
9.0,9,1.85099
11.0,11,1.85293
9.0,9,1.854286
14.0,14,1.856702
8.0,8,1.857963
9.0,9,1.859323
9.0,9,1.860769
9.0,9,1.862559
9.0,9,1.863962
10.0,10,1.865422
9.0,9,1.867098
9.0,9,1.868427
10.0,10,1.869816
10.0,10,1.871627
9.0,9,1.872941
10.0,10,1.8747
12.0,12,1.876471
9.0,9,1.877836
10.0,10,1.879274
10.0,10,1.880987
10.0,10,1.882405
11.0,11,1.884158
11.0,11,1.885954
10.0,10,1.887349
11.0,11,1.889175
9.0,9,1.890545
9.0,9,1.8922
10.0,10,1.89359
10.0,10,1.895391
11.0,11,1.896827
9.0,9,1.898537
10.0,10,1.899933
9.0,9,1.901258
12.0,12,1.903131
8.0,8,1.90443
8.0,8,1.905653
9.0,9,1.907321
10.0,10,1.908736
9.0,9,1.910097
9.0,9,1.911811
10.0,10,1.913223
14.0,14,1.915527
9.0,9,1.916893
8.0,8,1.918182
8.0,8,1.919439
8.0,8,1.92071
10.0,10,1.922145
10.0,10,1.923882
10.0,10,1.925209
8.0,8,1.9265
9.0,9,1.928224
9.0,9,1.929496
8.0,8,1.930788
10.0,10,1.932192
10.0,10,1.933971
11.0,11,1.935821
11.0,11,1.93729
11.0,11,1.939093
11.0,11,1.940917
12.0,12,1.942791
10.0,10,1.944101
9.0,9,1.945768
11.0,11,1.947202
10.0,10,1.948937
11.0,11,1.950755
10.0,10,1.952131
9.0,9,1.953432
11.0,11,1.95521
9.0,9,1.956507
10.0,10,1.958257
9.0,9,1.95964
11.0,11,1.96145
9.0,9,1.962743
9.0,9,1.964075
9.0,9,1.965776
8.0,8,1.967024
9.0,9,1.968355
10.0,10,1.96978
9.0,9,1.971453
10.0,10,1.972858
11.0,11,1.974652
10.0,10,1.976049
10.0,10,1.977876
8.0,8,1.979074
10.0,10,1.98042
9.0,9,1.982058
8.0,8,1.983341
11.0,11,1.984742
10.0,10,1.986493
9.0,9,1.987797
10.0,10,1.989605
10.0,10,1.991002
8.0,8,1.992235
10.0,10,1.993966
9.0,9,1.995308
9.0,9,1.996575
8.0,8,1.997745
9.0,9,1.999072
9.0,9,2.000748
11.0,11,2.002192
12.0,12,2.004051
9.0,9,2.005714
10.0,10,2.007058
9.0,9,2.008353
10.0,10,2.010078
9.0,9,2.011387
9.0,9,2.01272
10.0,10,2.014463
8.0,8,2.015702
10.0,10,2.017068
9.0,9,2.018758
10.0,10,2.020127
10.0,10,2.021818
11.0,11,2.023177
11.0,11,2.024964
9.0,9,2.026315
9.0,9,2.028039
10.0,10,2.029395
10.0,10,2.031064
9.0,9,2.032418
10.0,10,2.03383
10.0,10,2.035529
9.0,9,2.036863
9.0,9,2.038157
8.0,8,2.039419
9.0,9,2.041086
9.0,9,2.042406
9.0,9,2.043668
9.0,9,2.044979
12.0,12,2.046863
11.0,11,2.04869
11.0,11,2.050418
11.0,11,2.052212
12.0,12,2.053949
9.0,9,2.055312
8.0,8,2.056586
9.0,9,2.05788
10.0,10,2.059645
10.0,10,2.06102
8.0,8,2.062237
9.0,9,2.063551
8.0,8,2.064795
10.0,10,2.066581
10.0,10,2.067996
8.0,8,2.069285
10.0,10,2.071064
10.0,10,2.072428
10.0,10,2.074174
9.0,9,2.075519
10.0,10,2.077282
9.0,9,2.078654
12.0,12,2.080456
10.0,10,2.081857
10.0,10,2.08353
10.0,10,2.084889
10.0,10,2.086649
9.0,9,2.087958
10.0,10,2.089695
8.0,8,2.090986
11.0,11,2.09238
11.0,11,2.094158
9.0,9,2.095493
10.0,10,2.097293
8.0,8,2.098528
8.0,8,2.099809
8.0,8,2.101095
10.0,10,2.102485
10.0,10,2.104259
10.0,10,2.10563
10.0,10,2.107496
10.0,10,2.109029
13.0,13,2.111347
11.0,11,2.112846
11.0,11,2.114676
9.0,9,2.116017
10.0,10,2.117802
9.0,9,2.11916
11.0,11,2.121059
8.0,8,2.122334
9.0,9,2.123558
9.0,9,2.124903
9.0,9,2.126514
10.0,10,2.127905
9.0,9,2.129263
8.0,8,2.130506
9.0,9,2.132216
8.0,8,2.133502
9.0,9,2.134867
10.0,10,2.136262
8.0,8,2.137553
12.0,12,2.139455
8.0,8,2.140698
9.0,9,2.142425
9.0,9,2.143772
9.0,9,2.145124
8.0,8,2.146407
10.0,10,2.148143
12.0,12,2.15006
9.0,9,2.151397
10.0,10,2.152682
10.0,10,2.15445
8.0,8,2.155708
9.0,9,2.156972
8.0,8,2.158296
9.0,9,2.159907
8.0,8,2.161265
9.0,9,2.163074
11.0,11,2.164586
9.0,9,2.166423
9.0,9,2.167853
11.0,11,2.169722
10.0,10,2.171088
10.0,10,2.172923
11.0,11,2.174436
8.0,8,2.175806
10.0,10,2.177689
11.0,11,2.179646
9.0,9,2.181143
10.0,10,2.182675
9.0,9,2.184483
12.0,12,2.186404
12.0,12,2.18833
9.0,9,2.189726
9.0,9,2.191121
9.0,9,2.19254
9.0,9,2.19428
10.0,10,2.195735
9.0,9,2.197098
10.0,10,2.198883
10.0,10,2.200273
9.0,9,2.201967
9.0,9,2.203342
8.0,8,2.204632
9.0,9,2.205985
10.0,10,2.207678
