#{"t_start": 1784097126.338288, "env_id": "CartPole-v1"}
r,l,t
10.0,10,2.816192
9.0,9,2.817515
11.0,11,2.819321
11.0,11,2.820768
9.0,9,2.822466
11.0,11,2.823939
10.0,10,2.825741
9.0,9,2.82708
9.0,9,2.82843
10.0,10,2.83022
9.0,9,2.83153
8.0,8,2.832812
10.0,10,2.834577
10.0,10,2.835947
10.0,10,2.837721
9.0,9,2.83907
9.0,9,2.840425
12.0,12,2.842294
9.0,9,2.843628
8.0,8,2.845007
8.0,8,2.846357
8.0,8,2.847673
10.0,10,2.84946
10.0,10,2.85078
10.0,10,2.852588
8.0,8,2.853877
10.0,10,2.855303
10.0,10,2.857113
9.0,9,2.85846
10.0,10,2.860235
8.0,8,2.861537
10.0,10,2.862937
10.0,10,2.864756
10.0,10,2.86613
9.0,9,2.867475
8.0,8,2.86874
10.0,10,2.87053
9.0,9,2.871835
9.0,9,2.873208
10.0,10,2.875003
8.0,8,2.876301
9.0,9,2.877679
10.0,10,2.87942
10.0,10,2.880801
10.0,10,2.882615
8.0,8,2.883901
10.0,10,2.885293
10.0,10,2.88708
9.0,9,2.88845
8.0,8,2.889718
10.0,10,2.89106
9.0,9,2.89272
9.0,9,2.894088
10.0,10,2.895486
12.0,12,2.897333
10.0,10,2.89907
10.0,10,2.900536
9.0,9,2.902279
9.0,9,2.903628
9.0,9,2.904964
9.0,9,2.906333
9.0,9,2.90804
9.0,9,2.909369
10.0,10,2.910772
9.0,9,2.91251
10.0,10,2.913877
10.0,10,2.915598
9.0,9,2.916911
9.0,9,2.918276
9.0,9,2.919581
10.0,10,2.92135
10.0,10,2.922752
10.0,10,2.924507
11.0,11,2.926302
10.0,10,2.927746
11.0,11,2.929552
9.0,9,2.930929
11.0,11,2.932747
10.0,10,2.934175
11.0,11,2.936001
11.0,11,2.937854
9.0,9,2.939184
10.0,10,2.940901
8.0,8,2.942184
8.0,8,2.943474
9.0,9,2.944784
10.0,10,2.946177
10.0,10,2.947967
10.0,10,2.949352
10.0,10,2.951136
11.0,11,2.952947
9.0,9,2.954308
9.0,9,2.955647
10.0,10,2.957401
10.0,10,2.958777
10.0,10,2.960493
17.0,17,2.96298
10.0,10,2.964375
9.0,9,2.966083
10.0,10,2.967481
11.0,11,2.969305
10.0,10,2.97067
9.0,9,2.972377
10.0,10,2.973777
9.0,9,2.975103
9.0,9,2.976814
11.0,11,2.978248
9.0,9,2.979947
13.0,13,2.981873
9.0,9,2.983186
10.0,10,2.984985
10.0,10,2.986344
10.0,10,2.98812
10.0,10,2.989516
10.0,10,2.991296
9.0,9,2.992643
8.0,8,2.993903
10.0,10,2.995302
10.0,10,2.997053
10.0,10,2.998469
10.0,10,3.000304
9.0,9,3.001662
10.0,10,3.003404
10.0,10,3.004817
8.0,8,3.006101
8.0,8,3.007396
9.0,9,3.00873
8.0,8,3.010036
9.0,9,3.01179
9.0,9,3.013144
10.0,10,3.014572
11.0,11,3.016351
9.0,9,3.017673
11.0,11,3.019471
11.0,11,3.021293
10.0,10,3.022686
10.0,10,3.024447
8.0,8,3.025733
9.0,9,3.027069
9.0,9,3.028363
10.0,10,3.0301
11.0,11,3.031945
10.0,10,3.033366
13.0,13,3.035254
8.0,8,3.036568
9.0,9,3.038284
10.0,10,3.039657
10.0,10,3.041423
11.0,11,3.042895
8.0,8,3.044149
8.0,8,3.045405
10.0,10,3.047151
10.0,10,3.048484
10.0,10,3.05024
9.0,9,3.051559
8.0,8,3.052849
9.0,9,3.054227
12.0,12,3.056013
10.0,10,3.057752
10.0,10,3.059139
10.0,10,3.060943
8.0,8,3.062191
10.0,10,3.063611
9.0,9,3.065325
9.0,9,3.066695
11.0,11,3.068425
9.0,9,3.069783
9.0,9,3.071125
9.0,9,3.072492
12.0,12,3.074354
9.0,9,3.076105
10.0,10,3.077536
10.0,10,3.079264
8.0,8,3.080634
10.0,10,3.082062
10.0,10,3.083925
9.0,9,3.085292
11.0,11,3.087072
9.0,9,3.088423
9.0,9,3.089771
10.0,10,3.091571
9.0,9,3.092895
9.0,9,3.09417
9.0,9,3.095513
9.0,9,3.097257
9.0,9,3.098643
9.0,9,3.099981
10.0,10,3.101703
10.0,10,3.103155
9.0,9,3.104821
10.0,10,3.106607
10.0,10,3.108005
9.0,9,3.109734
9.0,9,3.111081
10.0,10,3.112499
8.0,8,3.11377
8.0,8,3.115071
9.0,9,3.116785
9.0,9,3.11814
8.0,8,3.119425
10.0,10,3.120854
10.0,10,3.122632
10.0,10,3.124035
10.0,10,3.125737
10.0,10,3.127171
10.0,10,3.128961
10.0,10,3.130364
10.0,10,3.13215
10.0,10,3.133544
10.0,10,3.135292
8.0,8,3.136564
9.0,9,3.137905
9.0,9,3.139228
9.0,9,3.140894
8.0,8,3.142188
9.0,9,3.143524
10.0,10,3.144947
9.0,9,3.146673
9.0,9,3.167626
9.0,9,3.172898
10.0,10,3.174684
8.0,8,3.175985
9.0,9,3.177345
10.0,10,3.178782
9.0,9,3.18055
10.0,10,3.181979
10.0,10,3.183759
9.0,9,3.185103
10.0,10,3.186526
11.0,11,3.188338
9.0,9,3.189628
10.0,10,3.191367
10.0,10,3.19278
8.0,8,3.194048
9.0,9,3.195765
10.0,10,3.19715
9.0,9,3.198526
10.0,10,3.200322
8.0,8,3.201592
8.0,8,3.202946
9.0,9,3.204264
8.0,8,3.205545
10.0,10,3.207291
9.0,9,3.208628
10.0,10,3.210068
9.0,9,3.211809
10.0,10,3.213225
9.0,9,3.214597
10.0,10,3.216429
8.0,8,3.217717
8.0,8,3.219
8.0,8,3.22024
10.0,10,3.221635
9.0,9,3.223334
10.0,10,3.224716
14.0,14,3.226987
10.0,10,3.22838
10.0,10,3.230132
11.0,11,3.231527
12.0,12,3.233405
10.0,10,3.235171
9.0,9,3.236492
9.0,9,3.237812
10.0,10,3.239577
9.0,9,3.240928
9.0,9,3.242261
12.0,12,3.244024
9.0,9,3.245767
9.0,9,3.247173
10.0,10,3.248557
10.0,10,3.250306
9.0,9,3.251595
10.0,10,3.253397
9.0,9,3.254622
9.0,9,3.25595
10.0,10,3.25773
10.0,10,3.259167
9.0,9,3.260502
8.0,8,3.261754
8.0,8,3.26303
9.0,9,3.264792
10.0,10,3.266219
9.0,9,3.267528
10.0,10,3.269252
10.0,10,3.270655
9.0,9,3.27238
9.0,9,3.273687
10.0,10,3.275083
10.0,10,3.276891
8.0,8,3.278137
18.0,18,3.280657
9.0,9,3.282384
11.0,11,3.283841
11.0,11,3.285689
9.0,9,3.287032
10.0,10,3.288821
10.0,10,3.290236
9.0,9,3.291976
10.0,10,3.293385
9.0,9,3.294723
10.0,10,3.296532
10.0,10,3.297929
9.0,9,3.299662
10.0,10,3.30108
11.0,11,3.302902
12.0,12,3.304767
8.0,8,3.306054
10.0,10,3.307445
8.0,8,3.308737
8.0,8,3.310005
10.0,10,3.311779
10.0,10,3.313178
10.0,10,3.314997
9.0,9,3.316403
9.0,9,3.317778
10.0,10,3.319595
9.0,9,3.320958
9.0,9,3.322348
9.0,9,3.32409
10.0,10,3.32551
10.0,10,3.327312
13.0,13,3.329273
10.0,10,3.330677
10.0,10,3.33242
8.0,8,3.333727
9.0,9,3.335072
12.0,12,3.336932
9.0,9,3.338269
10.0,10,3.340036
11.0,11,3.341824
9.0,9,3.343156
10.0,10,3.344561
10.0,10,3.346294
10.0,10,3.347699
11.0,11,3.349507
10.0,10,3.351256
9.0,9,3.352625
9.0,9,3.353913
10.0,10,3.355751
10.0,10,3.357115
10.0,10,3.358938
13.0,13,3.360795
9.0,9,3.362122
10.0,10,3.363873
10.0,10,3.365231
9.0,9,3.366565
10.0,10,3.368283
9.0,9,3.369596
10.0,10,3.371396
11.0,11,3.372816
10.0,10,3.374601
9.0,9,3.375942
10.0,10,3.37771
10.0,10,3.379091
10.0,10,3.380878
10.0,10,3.382291
8.0,8,3.383545
10.0,10,3.385256
10.0,10,3.386665
10.0,10,3.388438
9.0,9,3.389764
9.0,9,3.391106
10.0,10,3.392851
8.0,8,3.394138
10.0,10,3.395521
10.0,10,3.397237
10.0,10,3.39891
9.0,9,3.400246
10.0,10,3.402029
9.0,9,3.403367
10.0,10,3.405247
11.0,11,3.406681
9.0,9,3.408368
10.0,10,3.40974
9.0,9,3.411202
10.0,10,3.413007
9.0,9,3.414338
9.0,9,3.415679
10.0,10,3.417457
9.0,9,3.418718
8.0,8,3.420016
10.0,10,3.421797
8.0,8,3.423045
8.0,8,3.424319
9.0,9,3.425644
10.0,10,3.426996
10.0,10,3.428742
9.0,9,3.430061
9.0,9,3.431337
8.0,8,3.432607
10.0,10,3.434347
9.0,9,3.435654
8.0,8,3.436957
11.0,11,3.438758
9.0,9,3.44008
9.0,9,3.441412
9.0,9,3.443147
10.0,10,3.444505
10.0,10,3.4463
8.0,8,3.447584
10.0,10,3.448991
10.0,10,3.450769
9.0,9,3.452048
10.0,10,3.453443
10.0,10,3.455218
10.0,10,3.456573
10.0,10,3.458357
8.0,8,3.45964
10.0,10,3.461067
10.0,10,3.462807
9.0,9,3.464135
8.0,8,3.465407
11.0,11,3.46719
10.0,10,3.468597
9.0,9,3.470277
8.0,8,3.47155
9.0,9,3.47295
10.0,10,3.474372
10.0,10,3.476151
9.0,9,3.477496
8.0,8,3.478766
11.0,11,3.480591
11.0,11,3.482384
8.0,8,3.483662
10.0,10,3.485108
11.0,11,3.486932
9.0,9,3.488261
12.0,12,3.490155
11.0,11,3.491965
9.0,9,3.493308
9.0,9,3.494642
9.0,9,3.496343
10.0,10,3.497734
8.0,8,3.498981
10.0,10,3.500771
12.0,12,3.502605
10.0,10,3.504046
9.0,9,3.505379
10.0,10,3.507119
9.0,9,3.508505
10.0,10,3.510401
9.0,9,3.511787
8.0,8,3.51305
9.0,9,3.514398
10.0,10,3.516243
9.0,9,3.517669
9.0,9,3.519087
9.0,9,3.520478
10.0,10,3.522325
8.0,8,3.523678
8.0,8,3.525032
9.0,9,3.526449
9.0,9,3.527892
11.0,11,3.529807
9.0,9,3.531224
10.0,10,3.533094
10.0,10,3.534608
10.0,10,3.536469
13.0,13,3.538506
10.0,10,3.540375
9.0,9,3.541824
8.0,8,3.543116
11.0,11,3.545015
11.0,11,3.546521
10.0,10,3.548389
10.0,10,3.549859
8.0,8,3.551393
12.0,12,3.553335
10.0,10,3.55516
8.0,8,3.556489
9.0,9,3.557837
9.0,9,3.559215
10.0,10,3.561079
9.0,9,3.562499
9.0,9,3.563863
9.0,9,3.565641
9.0,9,3.567089
12.0,12,3.56907
10.0,10,3.570521
13.0,13,3.572885
8.0,8,3.574284
11.0,11,3.575784
9.0,9,3.577569
10.0,10,3.579031
11.0,11,3.580936
8.0,8,3.58438
10.0,10,3.585825
10.0,10,3.587677
12.0,12,3.589656
11.0,11,3.591603
9.0,9,3.593014
9.0,9,3.595457
10.0,10,3.597941
8.0,8,3.599221
10.0,10,3.600694
10.0,10,3.602622
9.0,9,3.604035
10.0,10,3.605482
10.0,10,3.607353
8.0,8,3.608708
10.0,10,3.610223
10.0,10,3.612029
10.0,10,3.613506
9.0,9,3.615253
10.0,10,3.616784
12.0,12,3.61874
10.0,10,3.620642
9.0,9,3.622067
11.0,11,3.623966
10.0,10,3.625458
10.0,10,3.62732
9.0,9,3.628701
8.0,8,3.630077
9.0,9,3.63146
8.0,8,3.632812
12.0,12,3.634792
10.0,10,3.6367
9.0,9,3.638158
8.0,8,3.639517
10.0,10,3.640998
10.0,10,3.642888
9.0,9,3.644281
10.0,10,3.646145
11.0,11,3.64761
8.0,8,3.64897
10.0,10,3.650786
9.0,9,3.652219
9.0,9,3.653626
10.0,10,3.655515
12.0,12,3.657468
10.0,10,3.658933
8.0,8,3.660259
10.0,10,3.662099
9.0,9,3.663468
10.0,10,3.665283
8.0,8,3.666585
10.0,10,3.66806
10.0,10,3.669904
9.0,9,3.671256
11.0,11,3.673067
9.0,9,3.674416
9.0,9,3.675727
9.0,9,3.677074
10.0,10,3.678867
10.0,10,3.680221
10.0,10,3.682027
10.0,10,3.683392
9.0,9,3.685029
8.0,8,3.686296
11.0,11,3.687745
10.0,10,3.689537
10.0,10,3.690921
10.0,10,3.692716
8.0,8,3.694017
9.0,9,3.695368
10.0,10,3.697122
10.0,10,3.698619
11.0,11,3.700452
10.0,10,3.701933
9.0,9,3.703716
8.0,8,3.705032
11.0,11,3.706461
8.0,8,3.70772
9.0,9,3.709437
10.0,10,3.710839
10.0,10,3.712626
9.0,9,3.713973
9.0,9,3.715319
9.0,9,3.716652
10.0,10,3.71844
8.0,8,3.719723
10.0,10,3.721148
10.0,10,3.722975
10.0,10,3.724592
9.0,9,3.726454
9.0,9,3.727777
8.0,8,3.729093
8.0,8,3.730377
8.0,8,3.731651
10.0,10,3.733063
9.0,9,3.734736
10.0,10,3.736144
8.0,8,3.737404
10.0,10,3.739161
11.0,11,3.740649
9.0,9,3.742398
11.0,11,3.74386
9.0,9,3.745614
9.0,9,3.747002
10.0,10,3.748382
10.0,10,3.750172
10.0,10,3.751573
9.0,9,3.753334
9.0,9,3.754694
9.0,9,3.75605
10.0,10,3.75783
9.0,9,3.759209
10.0,10,3.760567
9.0,9,3.762313
8.0,8,3.763605
10.0,10,3.765038
9.0,9,3.766389
10.0,10,3.768144
10.0,10,3.769517
10.0,10,3.77133
10.0,10,3.772692
10.0,10,3.774475
11.0,11,3.776303
11.0,11,3.777757
10.0,10,3.779544
10.0,10,3.78091
8.0,8,3.782183
8.0,8,3.783478
10.0,10,3.785222
9.0,9,3.786549
10.0,10,3.788294
10.0,10,3.789736
10.0,10,3.7915
9.0,9,3.792849
12.0,12,3.794716
10.0,10,3.796141
9.0,9,3.797873
12.0,12,3.799801
11.0,11,3.801327
11.0,11,3.803109
8.0,8,3.804346
10.0,10,3.806092
9.0,9,3.807446
11.0,11,3.809263
10.0,10,3.810657
8.0,8,3.811916
8.0,8,3.813198
9.0,9,3.814556
9.0,9,3.816304
8.0,8,3.817582
11.0,11,3.818978
8.0,8,3.820273
11.0,11,3.822083
10.0,10,3.823874
9.0,9,3.825232
9.0,9,3.826565
10.0,10,3.828316
9.0,9,3.829618
10.0,10,3.831022
8.0,8,3.832318
8.0,8,3.833618
10.0,10,3.835337
12.0,12,3.837159
9.0,9,3.838525
8.0,8,3.839759
9.0,9,3.841098
9.0,9,3.842812
10.0,10,3.844208
10.0,10,3.845943
10.0,10,3.847312
9.0,9,3.848623
10.0,10,3.850419
9.0,9,3.851753
9.0,9,3.853099
10.0,10,3.85497
11.0,11,3.856853
10.0,10,3.858264
9.0,9,3.859613
9.0,9,3.861307
9.0,9,3.8626
16.0,16,3.865003
10.0,10,3.86642
11.0,11,3.868261
9.0,9,3.86961
11.0,11,3.871473
9.0,9,3.872823
10.0,10,3.874524
8.0,8,3.875791
10.0,10,3.877198
11.0,11,3.879042
9.0,9,3.880403
10.0,10,3.88218
10.0,10,3.883589
9.0,9,3.885318
11.0,11,3.886809
10.0,10,3.888625
10.0,10,3.890033
10.0,10,3.891825
9.0,9,3.89316
12.0,12,3.895041
12.0,12,3.896878
10.0,10,3.898623
11.0,11,3.90006
9.0,9,3.901794
11.0,11,3.903296
10.0,10,3.905046
9.0,9,3.906397
8.0,8,3.907696
9.0,9,3.909037
10.0,10,3.910793
10.0,10,3.912175
11.0,11,3.914001
9.0,9,3.915339
11.0,11,3.917152
9.0,9,3.918474
10.0,10,3.920276
9.0,9,3.921584
8.0,8,3.922882
8.0,8,3.924169
8.0,8,3.925468
10.0,10,3.927173
10.0,10,3.928539
9.0,9,3.929913
10.0,10,3.931692
9.0,9,3.932965
10.0,10,3.934989
9.0,9,3.936339
10.0,10,3.93777
9.0,9,3.939494
9.0,9,3.941038
10.0,10,3.942422
9.0,9,3.944172
8.0,8,3.945437
9.0,9,3.946789
10.0,10,3.948209
11.0,11,3.950098
8.0,8,3.95139
9.0,9,3.952799
11.0,11,3.954644
9.0,9,3.955986
10.0,10,3.95766
10.0,10,3.959081
10.0,10,3.960867
11.0,11,3.962726
11.0,11,3.964111
9.0,9,3.965833
12.0,12,3.9677
9.0,9,3.969077
9.0,9,3.970384
8.0,8,3.971721
10.0,10,3.973499
10.0,10,3.974902
10.0,10,3.976675
11.0,11,3.978142
9.0,9,3.9799
10.0,10,3.981339
10.0,10,3.983091
10.0,10,3.984499
8.0,8,3.985749
8.0,8,3.987076
11.0,11,3.988915
9.0,9,3.990256
9.0,9,3.991596
10.0,10,3.993371
11.0,11,3.995224
10.0,10,3.996647
10.0,10,3.998432
9.0,9,3.999798
9.0,9,4.001122
9.0,9,4.002463
10.0,10,4.004261
10.0,10,4.00569
8.0,8,4.00697
8.0,8,4.008268
9.0,9,4.010009
10.0,10,4.011418
10.0,10,4.013133
9.0,9,4.014466
9.0,9,4.015803
10.0,10,4.017578
8.0,8,4.01886
10.0,10,4.020287
10.0,10,4.022063
9.0,9,4.023431
9.0,9,4.024718
9.0,9,4.026025
10.0,10,4.027861
11.0,11,4.029655
14.0,14,4.031608
9.0,9,4.032917
10.0,10,4.034722
11.0,11,4.036612
9.0,9,4.037956
9.0,9,4.0393
9.0,9,4.040663
10.0,10,4.042474
11.0,11,4.044299
8.0,8,4.045558
10.0,10,4.046984
10.0,10,4.048781
10.0,10,4.050179
11.0,11,4.051995
9.0,9,4.05336
9.0,9,4.054736
10.0,10,4.056538
11.0,11,4.0583
9.0,9,4.059619
10.0,10,4.061064
10.0,10,4.062858
10.0,10,4.064278
9.0,9,4.065999
8.0,8,4.067261
8.0,8,4.068565
10.0,10,4.069992
11.0,11,4.071844
9.0,9,4.0732
8.0,8,4.074482
11.0,11,4.07632
9.0,9,4.077657
9.0,9,4.079028
9.0,9,4.080793
9.0,9,4.08212
10.0,10,4.083555
9.0,9,4.0853
9.0,9,4.086649
9.0,9,4.087989
11.0,11,4.089838
13.0,13,4.091838
10.0,10,4.093626
9.0,9,4.094939
10.0,10,4.096371
9.0,9,4.098145
10.0,10,4.099596
9.0,9,4.100974
9.0,9,4.102806
11.0,11,4.104425
10.0,10,4.10636
10.0,10,4.107839
9.0,9,4.109707
8.0,8,4.111085
9.0,9,4.112548
8.0,8,4.11393
9.0,9,4.115376
10.0,10,4.117312
10.0,10,4.118798
9.0,9,4.120169
9.0,9,4.121934
9.0,9,4.123364
10.0,10,4.124885
9.0,9,4.126728
10.0,10,4.128185
10.0,10,4.129945
9.0,9,4.13136
8.0,8,4.132729
10.0,10,4.134341
13.0,13,4.136871
9.0,9,4.138229
8.0,8,4.139579
9.0,9,4.14095
9.0,9,4.14246
9.0,9,4.144175
10.0,10,4.145598
10.0,10,4.147388
10.0,10,4.148857
9.0,9,4.150213
8.0,8,4.151459
11.0,11,4.153289
8.0,8,4.154735
10.0,10,4.156532
9.0,9,4.157914
8.0,8,4.159206
9.0,9,4.160538
9.0,9,4.161852
8.0,8,4.163164
10.0,10,4.164958
9.0,9,4.166287
11.0,11,4.168114
11.0,11,4.170017
9.0,9,4.171412
9.0,9,4.172753
13.0,13,4.174752
9.0,9,4.176531
10.0,10,4.177969
9.0,9,4.179482
10.0,10,4.181294
9.0,9,4.182682
10.0,10,4.18445
11.0,11,4.185964
10.0,10,4.18786
10.0,10,4.189233
9.0,9,4.190891
10.0,10,4.192325
9.0,9,4.193687
8.0,8,4.195303
9.0,9,4.197072
10.0,10,4.198535
8.0,8,4.19979
13.0,13,4.201743
9.0,9,4.203465
10.0,10,4.204911
10.0,10,4.20674
9.0,9,4.208088
10.0,10,4.209429
10.0,10,4.211272
10.0,10,4.212648
11.0,11,4.214465
9.0,9,4.215807
8.0,8,4.217106
12.0,12,4.219023
11.0,11,4.220856
8.0,8,4.222147
8.0,8,4.223412
9.0,9,4.224774
10.0,10,4.226593
9.0,9,4.227933
11.0,11,4.229822
9.0,9,4.231294
10.0,10,4.233105
8.0,8,4.234382
11.0,11,4.2359
10.0,10,4.237722
11.0,11,4.239575
10.0,10,4.240994
10.0,10,4.24279
9.0,9,4.244135
10.0,10,4.245595
8.0,8,4.246902
9.0,9,4.248656
10.0,10,4.250077
10.0,10,4.251838
9.0,9,4.253253
9.0,9,4.254602
10.0,10,4.256387
10.0,10,4.257938
8.0,8,4.259245
9.0,9,4.260592
10.0,10,4.262422
9.0,9,4.263811
11.0,11,4.265649
10.0,10,4.26712
9.0,9,4.268888
9.0,9,4.270299
11.0,11,4.272168
9.0,9,4.273569
10.0,10,4.274948
9.0,9,4.276649
10.0,10,4.278079
10.0,10,4.279942
9.0,9,4.28127
9.0,9,4.282661
11.0,11,4.2844
10.0,10,4.285809
11.0,11,4.287647
13.0,13,4.289616
10.0,10,4.291386
10.0,10,4.292814
8.0,8,4.2941
9.0,9,4.295855
9.0,9,4.29724
10.0,10,4.298713
8.0,8,4.300003
10.0,10,4.30181
10.0,10,4.303302
10.0,10,4.305151
8.0,8,4.306454
11.0,11,4.308269
10.0,10,4.309668
9.0,9,4.311069
9.0,9,4.312906
9.0,9,4.314487
11.0,11,4.316497
11.0,11,4.317948
9.0,9,4.319798
10.0,10,4.32122
9.0,9,4.322588
17.0,17,4.325616
28.0,28,4.330152
10.0,10,4.331552
21.0,21,4.334734
24.0,24,4.338591
19.0,19,4.341683
9.0,9,4.343007
9.0,9,4.344742
10.0,10,4.346228
9.0,9,4.347587
9.0,9,4.349301
9.0,9,4.350656
10.0,10,4.352099
10.0,10,4.353948
10.0,10,4.355323
10.0,10,4.357135
10.0,10,4.358593
8.0,8,4.359884
11.0,11,4.36177
9.0,9,4.363114
10.0,10,4.364938
10.0,10,4.366349
9.0,9,4.368078
9.0,9,4.369431
12.0,12,4.371426
9.0,9,4.372788
8.0,8,4.374099
8.0,8,4.3754
10.0,10,4.377264
9.0,9,4.378756
9.0,9,4.380182
9.0,9,4.381549
10.0,10,4.383365
10.0,10,4.384787
11.0,11,4.386598
9.0,9,4.387973
10.0,10,4.389804
11.0,11,4.391679
11.0,11,4.393101
11.0,11,4.394979
9.0,9,4.396336
8.0,8,4.39759
8.0,8,4.398882
8.0,8,4.400184
11.0,11,4.402053
9.0,9,4.403452
8.0,8,4.404774
8.0,8,4.406068
10.0,10,4.407889
9.0,9,4.409267
9.0,9,4.410631
11.0,11,4.412487
9.0,9,4.413891
10.0,10,4.415695
9.0,9,4.417092
9.0,9,4.418608
11.0,11,4.420448
11.0,11,4.42229
10.0,10,4.423666
9.0,9,4.425432
11.0,11,4.426886
11.0,11,4.428753
9.0,9,4.430133
8.0,8,4.431429
9.0,9,4.433173
9.0,9,4.434528
9.0,9,4.435843
8.0,8,4.437132
10.0,10,4.438928
10.0,10,4.440344
11.0,11,4.442186
10.0,10,4.44359
10.0,10,4.445472
10.0,10,4.446896
11.0,11,4.44875
9.0,9,4.450058
9.0,9,4.451768
10.0,10,4.453176
8.0,8,4.454469
10.0,10,4.456266
8.0,8,4.457534
11.0,11,4.459005
12.0,12,4.460797
10.0,10,4.462589
9.0,9,4.463964
9.0,9,4.465325
9.0,9,4.46699
9.0,9,4.468337
8.0,8,4.469586
8.0,8,4.470883
11.0,11,4.472677
10.0,10,4.474042
11.0,11,4.475907
9.0,9,4.47725
9.0,9,4.478603
9.0,9,4.48039
8.0,8,4.481713
11.0,11,4.483145
8.0,8,4.484436
10.0,10,4.486218
10.0,10,4.487643
10.0,10,4.489438
12.0,12,4.491341
9.0,9,4.492686
9.0,9,4.49425
9.0,9,4.49598
10.0,10,4.497556
9.0,9,4.498918
9.0,9,4.500675
10.0,10,4.502096
9.0,9,4.503504
10.0,10,4.50531
9.0,9,4.506675
11.0,11,4.508589
10.0,10,4.510023
10.0,10,4.511794
11.0,11,4.51365
9.0,9,4.515006
11.0,11,4.516861
9.0,9,4.518206
8.0,8,4.519469
10.0,10,4.52088
10.0,10,4.522675
10.0,10,4.524072
13.0,13,4.526543
9.0,9,4.527974
17.0,17,4.530542
11.0,11,4.532448
11.0,11,4.53423
10.0,10,4.535578
26.0,26,4.539812
12.0,12,4.541647
11.0,11,4.54313
16.0,16,4.545589
9.0,9,4.547298
9.0,9,4.54864
8.0,8,4.549942
13.0,13,4.55185
10.0,10,4.55366
9.0,9,4.555022
8.0,8,4.556325
9.0,9,4.557666
10.0,10,4.55937
11.0,11,4.560838
10.0,10,4.562615
8.0,8,4.563918
10.0,10,4.56533
10.0,10,4.567124
8.0,8,4.56857
10.0,10,4.570292
9.0,9,4.57222
9.0,9,4.573983
10.0,10,4.575556
9.0,9,4.577602
9.0,9,4.579083
9.0,9,4.58057
9.0,9,4.582088
10.0,10,4.583968
11.0,11,4.585871
8.0,8,4.587143
10.0,10,4.588639
8.0,8,4.589971
9.0,9,4.591394
8.0,8,4.592693
10.0,10,4.594555
11.0,11,4.596344
10.0,10,4.597712
11.0,11,4.599564
10.0,10,4.600984
10.0,10,4.602774
13.0,13,4.604763
12.0,12,4.606671
9.0,9,4.608112
9.0,9,4.609875
14.0,14,4.611954
10.0,10,4.613755
9.0,9,4.615276
9.0,9,4.616582
9.0,9,4.617908
10.0,10,4.619727
10.0,10,4.62118
10.0,10,4.622988
9.0,9,4.624326
9.0,9,4.62569
9.0,9,4.627446
10.0,10,4.628858
9.0,9,4.630195
10.0,10,4.632008
10.0,10,4.633438
10.0,10,4.635239
9.0,9,4.636605
10.0,10,4.638417
8.0,8,4.639747
10.0,10,4.641169
9.0,9,4.642541
10.0,10,4.644379
9.0,9,4.645763
8.0,8,4.647061
9.0,9,4.648404
11.0,11,4.650247
9.0,9,4.651618
10.0,10,4.653419
9.0,9,4.654773
9.0,9,4.656133
8.0,8,4.657419
8.0,8,4.658678
9.0,9,4.660396
9.0,9,4.661746
9.0,9,4.663126
10.0,10,4.664906
10.0,10,4.666312
11.0,11,4.6681
10.0,10,4.669494
10.0,10,4.671412
11.0,11,4.673279
9.0,9,4.67465
11.0,11,4.676516
9.0,9,4.677901
9.0,9,4.679279
8.0,8,4.680589
9.0,9,4.681964
10.0,10,4.683782
8.0,8,4.68507
10.0,10,4.687603
10.0,10,4.689746
10.0,10,4.691211
8.0,8,4.692623
10.0,10,4.694554
8.0,8,4.696037
8.0,8,4.697529
9.0,9,4.699174
11.0,11,4.701505
12.0,12,4.703622
10.0,10,4.705159
10.0,10,4.707274
9.0,9,4.708677
10.0,10,4.710614
12.0,12,4.712615
11.0,11,4.71412
9.0,9,4.7159
10.0,10,4.717346
10.0,10,4.719119
9.0,9,4.720518
8.0,8,4.721982
9.0,9,4.723401
9.0,9,4.724775
9.0,9,4.726495
11.0,11,4.72793
11.0,11,4.729771
9.0,9,4.731124
9.0,9,4.732832
11.0,11,4.734356
9.0,9,4.736162
8.0,8,4.737565
9.0,9,4.738928
10.0,10,4.740254
9.0,9,4.74204
9.0,9,4.743452
9.0,9,4.744836
10.0,10,4.746674
9.0,9,4.748177
8.0,8,4.749444
10.0,10,4.750917
9.0,9,4.752639
11.0,11,4.754177
9.0,9,4.756004
9.0,9,4.758196
9.0,9,4.759866
10.0,10,4.7619
10.0,10,4.763391
10.0,10,4.765202
10.0,10,4.766663
10.0,10,4.768591
8.0,8,4.770003
8.0,8,4.771344
9.0,9,4.772742
9.0,9,4.77419
9.0,9,4.775641
9.0,9,4.777437
11.0,11,4.779065
8.0,8,4.780488
9.0,9,4.782491
9.0,9,4.783959
14.0,14,4.786355
12.0,12,4.788434
19.0,19,4.791797
14.0,14,4.794245
11.0,11,4.795885
9.0,9,4.797788
9.0,9,4.799432
9.0,9,4.800983
9.0,9,4.802512
11.0,11,4.804473
11.0,11,4.806368
8.0,8,4.807722
10.0,10,4.809147
12.0,12,4.8111
10.0,10,4.813067
10.0,10,4.814564
10.0,10,4.816341
10.0,10,4.817825
9.0,9,4.819619
10.0,10,4.821131
8.0,8,4.822461
9.0,9,4.824101
11.0,11,4.826027
10.0,10,4.827931
10.0,10,4.829497
10.0,10,4.831484
