#{"t_start": 1784097176.0750148, "env_id": "CartPole-v1"}
r,l,t
9.0,9,2.711662
10.0,10,2.713052
8.0,8,2.714335
10.0,10,2.716173
9.0,9,2.717514
10.0,10,2.71928
9.0,9,2.720638
10.0,10,2.722051
10.0,10,2.72384
10.0,10,2.725249
9.0,9,2.727
10.0,10,2.728407
9.0,9,2.729742
10.0,10,2.731533
9.0,9,2.732879
9.0,9,2.734201
10.0,10,2.735967
10.0,10,2.737366
9.0,9,2.739109
9.0,9,2.740455
8.0,8,2.741729
9.0,9,2.743066
9.0,9,2.744412
9.0,9,2.746138
10.0,10,2.747547
9.0,9,2.748894
10.0,10,2.750682
8.0,8,2.751982
10.0,10,2.75339
10.0,10,2.755135
8.0,8,2.756427
9.0,9,2.757786
9.0,9,2.759139
10.0,10,2.760939
10.0,10,2.762329
10.0,10,2.764074
8.0,8,2.765353
9.0,9,2.766708
8.0,8,2.768011
8.0,8,2.769289
8.0,8,2.770624
9.0,9,2.772055
10.0,10,2.773924
10.0,10,2.775329
10.0,10,2.777172
10.0,10,2.778619
9.0,9,2.780364
8.0,8,2.781644
9.0,9,2.782982
10.0,10,2.784373
9.0,9,2.78612
8.0,8,2.787397
9.0,9,2.788743
9.0,9,2.790091
9.0,9,2.791435
9.0,9,2.79318
9.0,9,2.794545
9.0,9,2.795893
8.0,8,2.797209
9.0,9,2.798575
10.0,10,2.800363
10.0,10,2.801785
8.0,8,2.803087
9.0,9,2.804852
9.0,9,2.806226
10.0,10,2.807658
10.0,10,2.809488
9.0,9,2.810825
10.0,10,2.812626
12.0,12,2.814501
9.0,9,2.815919
9.0,9,2.817313
9.0,9,2.818684
9.0,9,2.820429
9.0,9,2.821791
10.0,10,2.823206
9.0,9,2.824956
9.0,9,2.826316
10.0,10,2.827737
9.0,9,2.829429
8.0,8,2.830715
10.0,10,2.832122
8.0,8,2.833433
10.0,10,2.835218
8.0,8,2.836492
8.0,8,2.837751
9.0,9,2.839109
9.0,9,2.840498
9.0,9,2.841859
10.0,10,2.843664
10.0,10,2.845113
9.0,9,2.846838
9.0,9,2.848187
8.0,8,2.849471
10.0,10,2.850907
9.0,9,2.852628
10.0,10,2.854028
10.0,10,2.855808
11.0,11,2.857314
8.0,8,2.85857
10.0,10,2.860372
10.0,10,2.86178
8.0,8,2.863078
8.0,8,2.864361
9.0,9,2.866086
8.0,8,2.867361
8.0,8,2.868666
10.0,10,2.870087
9.0,9,2.871399
9.0,9,2.873116
9.0,9,2.874475
10.0,10,2.875872
9.0,9,2.877566
10.0,10,2.878964
10.0,10,2.88079
10.0,10,2.882217
10.0,10,2.884003
10.0,10,2.885398
9.0,9,2.886758
9.0,9,2.888483
9.0,9,2.88983
10.0,10,2.891332
15.0,15,2.893786
11.0,11,2.895647
8.0,8,2.896959
10.0,10,2.898369
8.0,8,2.89967
10.0,10,2.90145
9.0,9,2.902799
9.0,9,2.904148
8.0,8,2.905442
10.0,10,2.907241
9.0,9,2.908576
8.0,8,2.909858
10.0,10,2.911662
10.0,10,2.913077
8.0,8,2.914353
8.0,8,2.915637
9.0,9,2.916996
10.0,10,2.918762
10.0,10,2.920097
9.0,9,2.921779
10.0,10,2.923205
10.0,10,2.924985
9.0,9,2.926315
10.0,10,2.927741
9.0,9,2.92948
9.0,9,2.930821
10.0,10,2.932223
9.0,9,2.933939
10.0,10,2.935342
10.0,10,2.937135
9.0,9,2.938469
9.0,9,2.939813
10.0,10,2.94164
10.0,10,2.943084
8.0,8,2.944371
11.0,11,2.946213
9.0,9,2.947558
9.0,9,2.94892
8.0,8,2.950188
9.0,9,2.951884
9.0,9,2.953241
10.0,10,2.954639
9.0,9,2.956346
10.0,10,2.957772
9.0,9,2.959153
9.0,9,2.960868
10.0,10,2.962278
9.0,9,2.96362
10.0,10,2.96543
9.0,9,2.966804
9.0,9,2.968177
9.0,9,2.969914
9.0,9,2.971282
10.0,10,2.972698
9.0,9,2.974413
10.0,10,2.97583
10.0,10,2.977618
8.0,8,2.978829
9.0,9,2.980174
9.0,9,2.981517
12.0,12,2.983421
9.0,9,2.984745
9.0,9,2.986456
10.0,10,2.987873
8.0,8,2.989185
8.0,8,2.990484
10.0,10,2.992269
9.0,9,2.99363
8.0,8,2.994937
9.0,9,2.996283
9.0,9,2.99764
9.0,9,2.999362
10.0,10,3.000781
9.0,9,3.002135
8.0,8,3.003395
10.0,10,3.005168
10.0,10,3.006592
9.0,9,3.008303
9.0,9,3.009609
9.0,9,3.010941
10.0,10,3.012719
10.0,10,3.014133
10.0,10,3.015913
11.0,11,3.017371
9.0,9,3.019102
9.0,9,3.020412
9.0,9,3.021756
9.0,9,3.023084
9.0,9,3.024804
9.0,9,3.026144
9.0,9,3.027476
10.0,10,3.029278
10.0,10,3.030683
10.0,10,3.032479
8.0,8,3.033754
8.0,8,3.035038
9.0,9,3.036406
10.0,10,3.037809
10.0,10,3.039578
10.0,10,3.041004
10.0,10,3.04281
10.0,10,3.044216
8.0,8,3.045495
10.0,10,3.04729
10.0,10,3.048712
9.0,9,3.050396
9.0,9,3.051742
11.0,11,3.053579
10.0,10,3.055021
8.0,8,3.056316
9.0,9,3.057754
12.0,12,3.059666
9.0,9,3.061404
9.0,9,3.062749
10.0,10,3.064145
10.0,10,3.065922
10.0,10,3.06733
9.0,9,3.069027
8.0,8,3.070321
10.0,10,3.071731
9.0,9,3.073113
9.0,9,3.074862
10.0,10,3.076288
9.0,9,3.077603
10.0,10,3.079418
10.0,10,3.080818
9.0,9,3.082519
10.0,10,3.083923
8.0,8,3.085238
9.0,9,3.086582
9.0,9,3.088303
11.0,11,3.089777
10.0,10,3.091601
8.0,8,3.092901
9.0,9,3.094242
10.0,10,3.096028
10.0,10,3.097458
9.0,9,3.098785
17.0,17,3.101748
17.0,17,3.104362
22.0,22,3.107679
19.0,19,3.1108
9.0,9,3.112141
9.0,9,3.113874
9.0,9,3.115189
9.0,9,3.116528
10.0,10,3.118312
9.0,9,3.119655
10.0,10,3.121079
10.0,10,3.122883
9.0,9,3.124225
10.0,10,3.125982
9.0,9,3.127349
9.0,9,3.128693
10.0,10,3.130428
10.0,10,3.131827
11.0,11,3.133689
8.0,8,3.134977
9.0,9,3.136313
9.0,9,3.137632
8.0,8,3.138941
9.0,9,3.140664
9.0,9,3.141998
9.0,9,3.143419
10.0,10,3.145237
10.0,10,3.146641
10.0,10,3.148428
10.0,10,3.149841
10.0,10,3.151643
9.0,9,3.152982
9.0,9,3.15431
10.0,10,3.156086
9.0,9,3.15744
9.0,9,3.158784
9.0,9,3.160127
9.0,9,3.161841
10.0,10,3.163274
9.0,9,3.164626
10.0,10,3.166415
9.0,9,3.16775
12.0,12,3.169644
9.0,9,3.170987
8.0,8,3.172308
9.0,9,3.174041
10.0,10,3.17547
9.0,9,3.176815
9.0,9,3.178555
8.0,8,3.17983
10.0,10,3.181282
11.0,11,3.183149
10.0,10,3.18455
8.0,8,3.18583
10.0,10,3.187642
8.0,8,3.188918
10.0,10,3.190337
9.0,9,3.192052
9.0,9,3.193417
9.0,9,3.194761
11.0,11,3.196579
10.0,10,3.197988
9.0,9,3.19972
10.0,10,3.201133
10.0,10,3.202908
9.0,9,3.204251
10.0,10,3.205641
10.0,10,3.207402
9.0,9,3.20875
9.0,9,3.210089
9.0,9,3.211823
10.0,10,3.21323
9.0,9,3.214571
10.0,10,3.216348
10.0,10,3.217767
10.0,10,3.219543
9.0,9,3.22088
10.0,10,3.222645
10.0,10,3.224076
10.0,10,3.225876
9.0,9,3.227228
9.0,9,3.228574
10.0,10,3.230376
10.0,10,3.231803
10.0,10,3.233587
11.0,11,3.235057
10.0,10,3.236864
10.0,10,3.238274
9.0,9,3.240005
9.0,9,3.241362
10.0,10,3.242744
10.0,10,3.244547
10.0,10,3.245965
10.0,10,3.247735
9.0,9,3.249095
8.0,8,3.250409
9.0,9,3.251748
10.0,10,3.253535
10.0,10,3.254964
10.0,10,3.256732
9.0,9,3.258084
8.0,8,3.259362
9.0,9,3.260739
10.0,10,3.262534
13.0,13,3.264371
9.0,9,3.265738
9.0,9,3.267505
9.0,9,3.268841
9.0,9,3.270171
8.0,8,3.271457
10.0,10,3.273201
10.0,10,3.274608
11.0,11,3.27644
9.0,9,3.277781
9.0,9,3.279151
9.0,9,3.280877
9.0,9,3.28223
10.0,10,3.283629
9.0,9,3.285367
9.0,9,3.286713
10.0,10,3.288115
10.0,10,3.289898
10.0,10,3.291336
9.0,9,3.293055
10.0,10,3.294456
8.0,8,3.295735
9.0,9,3.29711
10.0,10,3.298898
9.0,9,3.300237
9.0,9,3.301569
9.0,9,3.303308
10.0,10,3.304728
9.0,9,3.306076
9.0,9,3.307808
10.0,10,3.30923
9.0,9,3.310557
10.0,10,3.312335
10.0,10,3.313735
10.0,10,3.315534
9.0,9,3.316887
10.0,10,3.318678
9.0,9,3.320031
8.0,8,3.321291
10.0,10,3.322687
10.0,10,3.324467
10.0,10,3.325879
8.0,8,3.327184
9.0,9,3.328905
9.0,9,3.330269
9.0,9,3.331608
9.0,9,3.33298
10.0,10,3.334757
9.0,9,3.3361
10.0,10,3.337842
9.0,9,3.339202
10.0,10,3.340596
9.0,9,3.342328
8.0,8,3.343607
9.0,9,3.344977
10.0,10,3.346397
9.0,9,3.348118
10.0,10,3.349538
12.0,12,3.351425
8.0,8,3.352721
9.0,9,3.354058
10.0,10,3.355817
9.0,9,3.357189
9.0,9,3.35852
9.0,9,3.360249
9.0,9,3.361598
8.0,8,3.36289
10.0,10,3.364274
10.0,10,3.366044
9.0,9,3.367391
10.0,10,3.369185
10.0,10,3.370598
8.0,8,3.371883
10.0,10,3.373657
9.0,9,3.375034
8.0,8,3.37632
9.0,9,3.377657
9.0,9,3.378991
10.0,10,3.380803
10.0,10,3.382167
8.0,8,3.383448
9.0,9,3.385181
8.0,8,3.386478
10.0,10,3.387893
10.0,10,3.389666
10.0,10,3.391087
9.0,9,3.392456
10.0,10,3.394247
11.0,11,3.396098
8.0,8,3.397385
9.0,9,3.398754
10.0,10,3.400151
9.0,9,3.401858
10.0,10,3.403217
10.0,10,3.405017
9.0,9,3.406324
10.0,10,3.407737
10.0,10,3.409521
9.0,9,3.410897
11.0,11,3.412759
16.0,16,3.41531
18.0,18,3.417983
24.0,24,3.421728
24.0,24,3.425536
17.0,17,3.428507
16.0,16,3.431063
18.0,18,3.433751
19.0,19,3.436821
21.0,21,3.44005
18.0,18,3.443055
17.0,17,3.445683
18.0,18,3.448361
23.0,23,3.452043
18.0,18,3.455072
17.0,17,3.457692
15.0,15,3.460176
9.0,9,3.461526
9.0,9,3.462875
12.0,12,3.464757
9.0,9,3.466076
8.0,8,3.467343
10.0,10,3.469127
8.0,8,3.470386
10.0,10,3.471788
10.0,10,3.473531
11.0,11,3.475366
10.0,10,3.476803
8.0,8,3.478081
9.0,9,3.47942
10.0,10,3.481195
10.0,10,3.482637
8.0,8,3.483909
10.0,10,3.485683
11.0,11,3.487536
8.0,8,3.488842
9.0,9,3.490174
9.0,9,3.491495
9.0,9,3.492839
15.0,15,3.495348
10.0,10,3.497136
10.0,10,3.49851
10.0,10,3.500295
8.0,8,3.5016
8.0,8,3.502878
10.0,10,3.504301
9.0,9,3.505675
9.0,9,3.50749
9.0,9,3.508819
9.0,9,3.51018
8.0,8,3.511462
10.0,10,3.513266
9.0,9,3.514621
9.0,9,3.515974
9.0,9,3.517307
9.0,9,3.519049
8.0,8,3.520317
10.0,10,3.521702
8.0,8,3.522957
9.0,9,3.524319
8.0,8,3.52557
8.0,8,3.526868
9.0,9,3.528573
8.0,8,3.529824
9.0,9,3.531172
9.0,9,3.532502
10.0,10,3.534311
9.0,9,3.53568
9.0,9,3.537011
9.0,9,3.538361
9.0,9,3.540076
10.0,10,3.541509
9.0,9,3.54285
9.0,9,3.544566
8.0,8,3.545858
9.0,9,3.547212
9.0,9,3.548561
10.0,10,3.550326
10.0,10,3.551719
9.0,9,3.553071
9.0,9,3.554777
10.0,10,3.556187
9.0,9,3.557525
9.0,9,3.559299
10.0,10,3.560748
10.0,10,3.562551
9.0,9,3.563893
11.0,11,3.565745
10.0,10,3.567157
9.0,9,3.56852
9.0,9,3.570249
10.0,10,3.571679
8.0,8,3.572945
8.0,8,3.574277
9.0,9,3.57568
8.0,8,3.577041
9.0,9,3.578817
10.0,10,3.580237
10.0,10,3.58202
9.0,9,3.583395
10.0,10,3.584816
9.0,9,3.58655
10.0,10,3.587973
9.0,9,3.589334
8.0,8,3.590632
9.0,9,3.592333
8.0,8,3.593602
10.0,10,3.595078
9.0,9,3.596431
8.0,8,3.597738
10.0,10,3.599534
9.0,9,3.600891
9.0,9,3.602261
10.0,10,3.604053
10.0,10,3.605451
10.0,10,3.607296
9.0,9,3.60866
10.0,10,3.610483
10.0,10,3.611944
10.0,10,3.613757
9.0,9,3.615128
8.0,8,3.616404
9.0,9,3.617755
9.0,9,3.619147
9.0,9,3.620868
9.0,9,3.622224
10.0,10,3.623632
9.0,9,3.625378
10.0,10,3.626787
10.0,10,3.628555
9.0,9,3.629899
10.0,10,3.631336
9.0,9,3.633054
9.0,9,3.634407
9.0,9,3.635776
9.0,9,3.637145
9.0,9,3.63887
9.0,9,3.640225
9.0,9,3.64157
8.0,8,3.642895
9.0,9,3.644264
8.0,8,3.645503
8.0,8,3.646788
10.0,10,3.648611
9.0,9,3.64999
8.0,8,3.651271
9.0,9,3.652636
10.0,10,3.654448
9.0,9,3.655779
9.0,9,3.657102
10.0,10,3.658866
10.0,10,3.660279
10.0,10,3.662076
10.0,10,3.663481
9.0,9,3.6652
10.0,10,3.666641
9.0,9,3.667969
10.0,10,3.669749
10.0,10,3.671165
9.0,9,3.67291
10.0,10,3.674346
10.0,10,3.676111
8.0,8,3.677379
10.0,10,3.678808
9.0,9,3.680139
9.0,9,3.681979
10.0,10,3.683369
10.0,10,3.685175
10.0,10,3.686568
9.0,9,3.687941
8.0,8,3.68926
9.0,9,3.691021
10.0,10,3.692445
9.0,9,3.6938
10.0,10,3.695595
10.0,10,3.697035
10.0,10,3.698803
10.0,10,3.700175
10.0,10,3.70197
8.0,8,3.703442
9.0,9,3.704838
10.0,10,3.707274
11.0,11,3.708868
8.0,8,3.710233
9.0,9,3.711976
10.0,10,3.713555
10.0,10,3.71549
9.0,9,3.716878
9.0,9,3.718263
8.0,8,3.719562
10.0,10,3.721475
10.0,10,3.722935
9.0,9,3.724376
10.0,10,3.726204
10.0,10,3.727624
10.0,10,3.72948
9.0,9,3.730826
9.0,9,3.732239
9.0,9,3.733977
8.0,8,3.735301
10.0,10,3.73673
9.0,9,3.7381
10.0,10,3.739865
10.0,10,3.74132
10.0,10,3.74314
10.0,10,3.744556
9.0,9,3.746312
9.0,9,3.747659
10.0,10,3.74909
9.0,9,3.750838
10.0,10,3.752285
9.0,9,3.75369
11.0,11,3.755583
10.0,10,3.757435
9.0,9,3.758879
8.0,8,3.760206
9.0,9,3.761582
10.0,10,3.763373
10.0,10,3.764814
9.0,9,3.766203
9.0,9,3.767939
9.0,9,3.769296
9.0,9,3.770645
11.0,11,3.772492
8.0,8,3.773833
8.0,8,3.775139
10.0,10,3.776541
9.0,9,3.778291
10.0,10,3.779701
9.0,9,3.78104
9.0,9,3.782902
9.0,9,3.784294
10.0,10,3.785716
9.0,9,3.787427
9.0,9,3.788789
9.0,9,3.790231
9.0,9,3.791607
10.0,10,3.793407
10.0,10,3.794834
9.0,9,3.7966
9.0,9,3.797966
9.0,9,3.799339
8.0,8,3.800632
9.0,9,3.802031
9.0,9,3.80375
10.0,10,3.805176
10.0,10,3.807006
10.0,10,3.808452
8.0,8,3.809809
11.0,11,3.81166
10.0,10,3.813059
9.0,9,3.814812
11.0,11,3.816326
9.0,9,3.818084
10.0,10,3.819489
9.0,9,3.820858
11.0,11,3.822718
8.0,8,3.824113
10.0,10,3.826175
9.0,9,3.827669
10.0,10,3.829116
9.0,9,3.830864
9.0,9,3.832228
10.0,10,3.833666
10.0,10,3.835494
10.0,10,3.836951
9.0,9,3.838704
10.0,10,3.840196
10.0,10,3.842093
9.0,9,3.843443
9.0,9,3.84479
11.0,11,3.84667
10.0,10,3.848085
9.0,9,3.849855
10.0,10,3.851255
10.0,10,3.853055
9.0,9,3.854411
11.0,11,3.856223
10.0,10,3.857758
9.0,9,3.859145
9.0,9,3.860869
9.0,9,3.862223
11.0,11,3.864043
9.0,9,3.865469
9.0,9,3.866811
10.0,10,3.868562
9.0,9,3.869913
10.0,10,3.871343
8.0,8,3.872631
10.0,10,3.87448
9.0,9,3.875837
9.0,9,3.877228
9.0,9,3.878908
11.0,11,3.880378
10.0,10,3.882203
9.0,9,3.883604
10.0,10,3.885392
9.0,9,3.886749
10.0,10,3.888151
11.0,11,3.89006
9.0,9,3.891431
11.0,11,3.893277
8.0,8,3.89456
11.0,11,3.896442
11.0,11,3.898322
8.0,8,3.899626
9.0,9,3.900991
8.0,8,3.90232
9.0,9,3.903658
11.0,11,3.905524
9.0,9,3.906929
9.0,9,3.908341
10.0,10,3.910159
9.0,9,3.911507
10.0,10,3.913313
9.0,9,3.914711
9.0,9,3.916101
11.0,11,3.917965
9.0,9,3.919303
11.0,11,3.921195
10.0,10,3.922613
11.0,11,3.924478
10.0,10,3.926253
9.0,9,3.927637
10.0,10,3.929062
9.0,9,3.930788
9.0,9,3.93219
11.0,11,3.934067
8.0,8,3.935357
11.0,11,3.936832
10.0,10,3.938614
11.0,11,3.940548
10.0,10,3.941963
11.0,11,3.943838
11.0,11,3.945717
9.0,9,3.9471
10.0,10,3.948539
11.0,11,3.950382
10.0,10,3.952154
9.0,9,3.953547
9.0,9,3.954918
11.0,11,3.956816
10.0,10,3.958327
9.0,9,3.960097
11.0,11,3.961596
11.0,11,3.963472
9.0,9,3.964842
9.0,9,3.96661
11.0,11,3.968108
9.0,9,3.969836
10.0,10,3.971251
10.0,10,3.973022
10.0,10,3.974503
11.0,11,3.976386
11.0,11,3.978246
10.0,10,3.979681
9.0,9,3.981039
10.0,10,3.98287
9.0,9,3.984252
10.0,10,3.986075
10.0,10,3.987491
11.0,11,3.989341
11.0,11,3.991243
11.0,11,3.992779
9.0,9,3.994494
9.0,9,3.995846
9.0,9,3.997203
11.0,11,3.999106
9.0,9,4.000463
8.0,8,4.001741
11.0,11,4.003594
9.0,9,4.004962
11.0,11,4.006866
8.0,8,4.008168
9.0,9,4.009514
11.0,11,4.011386
9.0,9,4.012734
10.0,10,4.014539
10.0,10,4.016028
9.0,9,4.017434
11.0,11,4.019326
10.0,10,4.021117
10.0,10,4.022535
10.0,10,4.024361
9.0,9,4.025682
9.0,9,4.027031
9.0,9,4.02838
11.0,11,4.030265
9.0,9,4.031614
9.0,9,4.033326
11.0,11,4.034784
9.0,9,4.036529
10.0,10,4.037936
9.0,9,4.039275
9.0,9,4.040953
10.0,10,4.042378
8.0,8,4.043662
9.0,9,4.045003
10.0,10,4.04681
10.0,10,4.048211
9.0,9,4.049925
12.0,12,4.051816
9.0,9,4.053174
9.0,9,4.054545
10.0,10,4.056342
9.0,9,4.057746
10.0,10,4.059171
11.0,11,4.061045
10.0,10,4.062859
11.0,11,4.06434
10.0,10,4.066141
8.0,8,4.067439
9.0,9,4.068735
9.0,9,4.070083
10.0,10,4.071876
11.0,11,4.073698
10.0,10,4.075106
10.0,10,4.076897
11.0,11,4.078371
15.0,15,4.080871
14.0,14,4.083279
16.0,16,4.085808
11.0,11,4.087255
10.0,10,4.089084
11.0,11,4.090929
10.0,10,4.092363
9.0,9,4.093695
9.0,9,4.095445
9.0,9,4.096802
10.0,10,4.098208
8.0,8,4.0995
10.0,10,4.101299
10.0,10,4.102692
9.0,9,4.104441
10.0,10,4.105882
9.0,9,4.107266
9.0,9,4.109
12.0,12,4.110902
13.0,13,4.112892
10.0,10,4.114315
12.0,12,4.116275
11.0,11,4.118099
11.0,11,4.119984
11.0,11,4.121859
15.0,15,4.123922
18.0,18,4.12696
14.0,14,4.128992
14.0,14,4.131456
15.0,15,4.133966
10.0,10,4.13541
11.0,11,4.137314
9.0,9,4.138699
10.0,10,4.140533
9.0,9,4.141909
11.0,11,4.143784
8.0,8,4.145081
11.0,11,4.146549
14.0,14,4.149023
16.0,16,4.151574
17.0,17,4.15422
16.0,16,4.156822
19.0,19,4.159989
21.0,21,4.163274
19.0,19,4.166516
17.0,17,4.169175
11.0,11,4.171068
10.0,10,4.172477
10.0,10,4.174292
11.0,11,4.176187
9.0,9,4.177558
11.0,11,4.179413
9.0,9,4.1808
11.0,11,4.182749
8.0,8,4.184066
9.0,9,4.18543
9.0,9,4.186806
8.0,8,4.188101
10.0,10,4.189889
10.0,10,4.191354
9.0,9,4.19274
9.0,9,4.194457
11.0,11,4.195948
9.0,9,4.197687
11.0,11,4.199237
10.0,10,4.201081
9.0,9,4.202412
9.0,9,4.203785
10.0,10,4.205607
10.0,10,4.207026
9.0,9,4.208769
8.0,8,4.210027
9.0,9,4.211405
9.0,9,4.212751
9.0,9,4.2141
10.0,10,4.215917
11.0,11,4.217792
9.0,9,4.219149
10.0,10,4.220571
10.0,10,4.222356
9.0,9,4.223738
8.0,8,4.225029
11.0,11,4.226882
9.0,9,4.228277
11.0,11,4.230185
12.0,12,4.232212
10.0,10,4.233625
9.0,9,4.235339
9.0,9,4.236717
11.0,11,4.238571
14.0,14,4.24065
15.0,15,4.243178
14.0,14,4.245267
9.0,9,4.247002
11.0,11,4.248572
9.0,9,4.250331
10.0,10,4.25178
10.0,10,4.253563
10.0,10,4.255005
13.0,13,4.257006
17.0,17,4.260051
15.0,15,4.262161
16.0,16,4.264804
17.0,17,4.267811
15.0,15,4.269967
13.0,13,4.272346
12.0,12,4.274209
10.0,10,4.275589
9.0,9,4.276972
10.0,10,4.278791
11.0,11,4.280669
10.0,10,4.282147
9.0,9,4.283528
10.0,10,4.285338
10.0,10,4.286785
11.0,11,4.288675
10.0,10,4.290455
9.0,9,4.291805
11.0,11,4.293649
10.0,10,4.295098
9.0,9,4.29647
8.0,8,4.297764
11.0,11,4.299627
8.0,8,4.300908
10.0,10,4.302721
9.0,9,4.304082
9.0,9,4.305441
8.0,8,4.306733
9.0,9,4.308109
8.0,8,4.309395
9.0,9,4.311125
10.0,10,4.312532
11.0,11,4.314402
8.0,8,4.315712
9.0,9,4.317064
11.0,11,4.318942
10.0,10,4.320382
10.0,10,4.322184
8.0,8,4.323512
9.0,9,4.324889
8.0,8,4.326208
10.0,10,4.327968
11.0,11,4.329434
9.0,9,4.33113
10.0,10,4.332573
10.0,10,4.334406
11.0,11,4.335877
10.0,10,4.337655
9.0,9,4.339038
9.0,9,4.340394
8.0,8,4.341678
10.0,10,4.343459
10.0,10,4.344895
10.0,10,4.34669
9.0,9,4.347967
9.0,9,4.349314
9.0,9,4.351069
9.0,9,4.352411
9.0,9,4.353771
10.0,10,4.355519
10.0,10,4.356979
10.0,10,4.35879
10.0,10,4.360206
10.0,10,4.361982
9.0,9,4.363362
11.0,11,4.365179
9.0,9,4.366541
10.0,10,4.367874
9.0,9,4.369616
10.0,10,4.371022
10.0,10,4.372805
10.0,10,4.374237
9.0,9,4.375623
8.0,8,4.376912
11.0,11,4.378733
9.0,9,4.380087
10.0,10,4.381888
10.0,10,4.383279
8.0,8,4.384554
11.0,11,4.38637
9.0,9,4.387736
9.0,9,4.389433
9.0,9,4.390753
9.0,9,4.392094
9.0,9,4.393441
9.0,9,4.395139
10.0,10,4.396548
9.0,9,4.397882
10.0,10,4.399678
10.0,10,4.401082
8.0,8,4.402374
10.0,10,4.404174
9.0,9,4.405552
10.0,10,4.407344
11.0,11,4.408793
9.0,9,4.410497
8.0,8,4.411808
9.0,9,4.413156
10.0,10,4.414562
9.0,9,4.41626
9.0,9,4.417636
9.0,9,4.418984
9.0,9,4.42033
10.0,10,4.42212
9.0,9,4.423479
9.0,9,4.424819
9.0,9,4.426542
8.0,8,4.427824
9.0,9,4.429177
9.0,9,4.430527
10.0,10,4.432296
9.0,9,4.433628
10.0,10,4.435042
11.0,11,4.436958
15.0,15,4.43943
26.0,26,4.443318
21.0,21,4.446878
11.0,11,4.448337
10.0,10,4.450122
9.0,9,4.451471
9.0,9,4.452828
9.0,9,4.454554
8.0,8,4.455833
9.0,9,4.457181
9.0,9,4.458587
9.0,9,4.459928
8.0,8,4.461208
10.0,10,4.46299
10.0,10,4.464445
10.0,10,4.466235
8.0,8,4.467515
9.0,9,4.468863
8.0,8,4.470176
10.0,10,4.471952
9.0,9,4.473324
10.0,10,4.47474
9.0,9,4.476506
9.0,9,4.47789
10.0,10,4.479316
9.0,9,4.481057
11.0,11,4.482563
11.0,11,4.484352
15.0,15,4.486908
13.0,13,4.488892
14.0,14,4.491361
17.0,17,4.494017
19.0,19,4.497125
14.0,14,4.499229
13.0,13,4.501255
10.0,10,4.503039
10.0,10,4.504446
11.0,11,4.50629
10.0,10,4.508111
11.0,11,4.50959
9.0,9,4.511317
10.0,10,4.512725
10.0,10,4.514543
9.0,9,4.515899
9.0,9,4.517258
11.0,11,4.519107
10.0,10,4.520521
9.0,9,4.522209
10.0,10,4.523611
9.0,9,4.524964
9.0,9,4.526698
8.0,8,4.528019
10.0,10,4.529437
14.0,14,4.531854
14.0,14,4.533955
18.0,18,4.536977
20.0,20,4.54015
12.0,12,4.542087
11.0,11,4.543544
9.0,9,4.545287
11.0,11,4.546758
9.0,9,4.548574
9.0,9,4.549985
10.0,10,4.551423
13.0,13,4.553787
13.0,13,4.555722
13.0,13,4.557758
10.0,10,4.559552
11.0,11,4.561012
12.0,12,4.562934
11.0,11,4.564835
14.0,14,4.567337
17.0,17,4.569957
47.0,47,4.577644
20.0,20,4.580887
11.0,11,4.582472
9.0,9,4.584218
11.0,11,4.58572
9.0,9,4.587472
8.0,8,4.58877
11.0,11,4.590322
8.0,8,4.591677
8.0,8,4.592997
9.0,9,4.594743
9.0,9,4.596103
9.0,9,4.597512
10.0,10,4.59937
11.0,11,4.600856
10.0,10,4.602659
9.0,9,4.604004
8.0,8,4.605319
11.0,11,4.60721
10.0,10,4.608813
9.0,9,4.610602
9.0,9,4.612013
9.0,9,4.613411
12.0,12,4.615362
12.0,12,4.617306
12.0,12,4.619257
12.0,12,4.621211
19.0,19,4.624467
16.0,16,4.627021
11.0,11,4.628926
16.0,16,4.631486
11.0,11,4.632994
9.0,9,4.634744
9.0,9,4.636134
10.0,10,4.637562
8.0,8,4.638853
10.0,10,4.640693
8.0,8,4.642013
11.0,11,4.643862
9.0,9,4.645229
10.0,10,4.646647
9.0,9,4.648455
9.0,9,4.649799
18.0,18,4.652413
16.0,16,4.654922
20.0,20,4.658122
17.0,17,4.661165
15.0,15,4.663281
15.0,15,4.66582
13.0,13,4.667797
16.0,16,4.670383
10.0,10,4.672177
14.0,14,4.674244
12.0,12,4.676239
18.0,18,4.679333
26.0,26,4.683283
22.0,22,4.686988
27.0,27,4.691528
44.0,44,4.698527
18.0,18,4.701288
16.0,16,4.703856
11.0,11,4.705743
9.0,9,4.707132
8.0,8,4.708451
9.0,9,4.709811
9.0,9,4.71156
9.0,9,4.712908
9.0,9,4.714237
10.0,10,4.716089
10.0,10,4.717533
10.0,10,4.71933
10.0,10,4.720743
9.0,9,4.722062
9.0,9,4.723847
9.0,9,4.725217
10.0,10,4.726628
10.0,10,4.728404
10.0,10,4.729827
9.0,9,4.731573
10.0,10,4.733013
10.0,10,4.734792
8.0,8,4.736081
8.0,8,4.737368
11.0,11,4.738847
9.0,9,4.740624
9.0,9,4.741996
9.0,9,4.743343
10.0,10,4.74514
11.0,11,4.746576
10.0,10,4.748441
10.0,10,4.749856
9.0,9,4.751588
9.0,9,4.752939
9.0,9,4.754306
10.0,10,4.756115
10.0,10,4.757613
10.0,10,4.759434
9.0,9,4.760801
8.0,8,4.7621
8.0,8,4.763374
